train_loss,test_loss,lr,train_label_loss,test_label_loss,train_label_mae_raw,test_label_mae_raw
1.7871811704689198,1.335764479637146,0.001,0.13222390711516813,0.050095878541469574,0.3569501938947131,0.24724115133285524
1.3079992331815569,1.085537362098694,0.001,0.033281072288793456,0.0178100093267858,0.204348525555616,0.14979787468910216
1.1516823313209448,0.9380292892456055,0.001,0.020433121622445878,0.014885052479803563,0.16050172107440702,0.13797155469655992
1.0584413342261583,0.8921457767486572,0.001,0.016628207162734162,0.0149689806625247,0.144502896731824,0.12917786389589309
0.9832826437575094,0.8080676078796387,0.001,0.008386745805632366,0.00637028906494379,0.10226095660348956,0.09510778486728669
0.9369759911231781,0.7755758404731751,0.001,0.005281957076977562,0.005884272139519453,0.08124504215345624,0.0911759153008461
0.9028298121489836,0.6900104284286499,0.001,0.004037636519263216,0.004160098033025861,0.07174574880954925,0.07237849980592728
0.872815136159404,0.6946226954460144,0.001,0.0032313590806521725,0.0024585273349657655,0.06407721328099122,0.055029887706041336
0.8504424915554818,0.6592573165893555,0.001,0.002601882063501169,0.0027163590770214797,0.05715218307764343,0.059800051152706146
0.8304690223061637,0.6886733293533325,0.001,0.002332378643188165,0.0023085429798811673,0.05425571118680279,0.05201875865459442
0.8127442427565542,0.633170485496521,0.001,0.001984791562688443,0.0015809497563168406,0.050227594321196,0.0443225983530283
0.7955243996020114,0.6218901753425599,0.001,0.001774766565473185,0.0016138181556016207,0.04742322805641073,0.04665983617305756
0.7825258776043238,0.5980762362480163,0.001,0.0016717240230698306,0.0013977442053146661,0.04588758552007461,0.04109947755932808
0.7702721203311106,0.6237554430961609,0.001,0.0014918579633630227,0.0014831812586635351,0.0433794262745742,0.04153927564620972
0.759064397785101,0.57531898021698,0.001,0.001394518689982321,0.0015246472554281353,0.04181418789739019,0.04411575123667717
0.7481660621889522,0.551779818534851,0.001,0.001291253586009333,0.0011288319248706103,0.04041425116736902,0.03804997131228447
0.7404371580381072,0.5813409864902497,0.001,0.0012140843109489324,0.0009421226510312408,0.03915352693476369,0.03456751182675362
0.7300627465998188,0.5448665142059326,0.001,0.0010907822530559694,0.0009365873062051833,0.03727613850967603,0.03386594317853451
0.7230125746030486,0.5576477885246277,0.001,0.0010693145787024222,0.0009861759433988481,0.036663034909896634,0.03558733239769936
0.714590274216084,0.5629690885543823,0.001,0.0009850240031288664,0.0009155321400612593,0.0353330270376768,0.034794441610574725
0.707419082689821,0.5064642608165741,0.001,0.000999220110622517,0.0009877150936517865,0.03552427649330557,0.03442742414772511
0.6994333049554503,0.5282032370567322,0.001,0.0008756504230609352,0.0007864726358093321,0.03336577961911981,0.03110608719289303
0.6941716155309355,0.5762458086013794,0.001,0.0008662358031665718,0.0009345451486296952,0.033113005633853124,0.034878163039684294
0.6883401619584373,0.5315455675125123,0.0005,0.0007940080422997014,0.0006633708253502846,0.03153218454524372,0.029699192196130753
0.6510553915848892,0.46977963447570803,0.0005,0.0004393947609959254,0.00040411335648968814,0.023406077856511883,0.023031345382332803
0.6382481130991089,0.4912929356098175,0.0005,0.00037811035749808563,0.00035129793104715645,0.021735775954184237,0.021065809205174445
0.6334726046980097,0.4818852782249451,0.0005,0.0003614696179283783,0.0003771513933315873,0.021236478644056936,0.021556374430656434
0.6288510443789236,0.5087763488292694,0.00025,0.00033548831414193273,0.00047763605252839627,0.02051058706691426,0.025358589366078377
0.6108981287211515,0.48233466744422915,0.00025,0.00026478267044582394,0.0002502545190509409,0.018099395809381195,0.01758782658725977
0.6038397945714801,0.4569157063961029,0.00025,0.00024562787185776247,0.00032131658808793874,0.017409199969110528,0.01886187493801117
0.6010368965315015,0.45246654748916626,0.00025,0.00023975263386009931,0.00021439896954689175,0.017190206094822857,0.016797309927642345
0.5980786567323664,0.46576951146125795,0.00025,0.0002266098157367983,0.00024769140291027727,0.016718207795717074,0.017345710657536983
0.5952657940012686,0.46752176284790037,0.00025,0.0002183777057294985,0.0002484213386196643,0.016496532225165138,0.018381796777248383
0.5936351395055149,0.48545601963996887,0.000125,0.0002219510187683993,0.00025300621637143196,0.016567625895435555,0.018492257222533226
0.585187673233868,0.44555799961090087,0.000125,0.0001848951451597458,0.00017617514095036313,0.01501258270647586,0.014284697920084
0.5811510186516837,0.4433661222457886,0.000125,0.00017057041860129318,0.00019610011077020317,0.014448134877373663,0.01566074639558792
0.5795577322499136,0.4681480288505554,0.000125,0.00016714832452819107,0.00015737346257083118,0.014228307369970874,0.014041515439748764
0.5780421964238199,0.47192529439926145,0.000125,0.00016766522936307134,0.0001596289897861425,0.01430129993372084,0.012628855090588332
0.5764496899052952,0.46025860905647276,6.25e-05,0.00016420608280282833,0.00015378315729321911,0.014132335002460842,0.014097167737782001
0.5727414729889859,0.47486160397529603,6.25e-05,0.00014757878666846972,0.00014364509988809004,0.013395201529930817,0.012871713377535343
0.5697340958573845,0.4464688301086426,6.25e-05,0.0001433954743068048,0.00018172264681197702,0.013124734126659257,0.014833378046751023
0.5696039471063721,0.43481667041778566,6.25e-05,0.00013975739212388833,0.00014539042895194142,0.01298552659978525,0.013197346217930317
0.5685983882861191,0.46006672382354735,6.25e-05,0.0001348892917295426,0.0001284206249692943,0.012770998966618536,0.011734567862004042
0.5674926112876849,0.44228190183639526,6.25e-05,0.000136149143329246,0.00013762014132225885,0.012805638023850959,0.013063671253621578
