epoch,step,train_loss_epoch,train_loss_step,val/r2,val/rmse,val_loss
0,8,,,-14.349467277526855,5.497598171234131,30.223587036132812
0,8,24.537139892578125,,,,
1,17,,,-11.062804222106934,4.8736066818237305,23.752042770385742
1,17,4.833623886108398,,,,
2,26,,,-8.166549682617188,4.248438358306885,18.049226760864258
2,26,3.5688276290893555,,,,
3,35,,,-6.872437477111816,3.937140941619873,15.501078605651855
3,35,2.8380656242370605,,,,
4,44,,,-4.593364715576172,3.3186612129211426,11.01351261138916
4,44,2.435593843460083,,,,
5,49,,2.0151779651641846,,,
5,53,,,-5.152163028717041,3.4804890155792236,12.11380386352539
5,53,2.421198844909668,,,,
6,62,,,-3.856100559234619,3.0922186374664307,9.561816215515137
6,62,2.3028476238250732,,,,
7,71,,,-1.9588439464569092,2.4137227535247803,5.826057434082031
7,71,1.9656394720077515,,,,
8,80,,,-0.19838082790374756,1.5361151695251465,2.359649896621704
8,80,1.982133150100708,,,,
9,89,,,0.04457312822341919,1.371592402458191,1.8812658786773682
9,89,1.9467910528182983,,,,
10,98,,,0.11320507526397705,1.3214111328125,1.7461273670196533
10,98,2.0769405364990234,,,,
11,99,,1.5884259939193726,,,
11,107,,,0.17238068580627441,1.2765612602233887,1.6296086311340332
11,107,1.9046238660812378,,,,
12,116,,,-0.0052607059478759766,1.4069080352783203,1.979390263557434
12,116,1.9017586708068848,,,,
13,125,,,0.19925320148468018,1.2556654214859009,1.5766957998275757
13,125,1.6717277765274048,,,,
14,134,,,0.11964386701583862,1.3166050910949707,1.733449101448059
14,134,1.4940448999404907,,,,
15,143,,,-0.20871508121490479,1.5427242517471313,2.379998207092285
15,143,1.6260323524475098,,,,
16,149,,1.6400771141052246,,,
16,152,,,-0.1131361722946167,1.4804730415344238,2.191800355911255
16,152,1.6785366535186768,,,,
17,161,,,0.2513434886932373,1.2141368389129639,1.4741283655166626
17,161,1.5879517793655396,,,,
18,170,,,-0.04391014575958252,1.4336987733840942,2.0554921627044678
18,170,1.5258045196533203,,,,
19,179,,,-0.5400675535202026,1.7413908243179321,3.0324418544769287
19,179,1.5775214433670044,,,,
20,188,,,0.1830722689628601,1.2682888507843018,1.6085565090179443
20,188,1.5809507369995117,,,,
21,197,,,0.06629675626754761,1.3559097051620483,1.8384912014007568
21,197,1.4481141567230225,,,,
22,199,,1.6800178289413452,,,
22,206,,,0.17248117923736572,1.2764837741851807,1.6294108629226685
22,206,1.4795008897781372,,,,
23,215,,,0.22250384092330933,1.2373013496398926,1.530914545059204
23,215,1.3675835132598877,,,,
