train_loss,test_loss,lr,train_label_loss,test_label_loss,train_label_mae_raw,test_label_mae_raw
1.776546531178978,1.3179029464721679,0.001,0.13957970390577665,0.04860043451189995,0.36349540881896286,0.2520161420106888
1.3037760217538041,1.044044280052185,0.001,0.03399125361040737,0.03289735242724419,0.20245938329549318,0.20259785950183867
1.1489562981584098,0.8938934564590454,0.001,0.02112726087085484,0.01811145655810833,0.16084829152802402,0.14374959021806716
1.0542318499490115,0.8438987970352173,0.001,0.01615633779425132,0.011657488532364368,0.1413847825416688,0.11947793066501618
0.9775996147916558,0.7823928833007813,0.001,0.008650953107084452,0.00702234236523509,0.10221855514002649,0.08811446279287338
0.9303683052571972,0.7134095311164856,0.001,0.005843661398511757,0.004079046193510294,0.08428735549697715,0.06941277459263802
0.8946953851185487,0.7348820567131042,0.001,0.004356445135088281,0.0027636928716674447,0.07297908225923441,0.05761234499514103
0.8629887549394972,0.6645789504051208,0.001,0.0035715851189798854,0.003326430032029748,0.06648082968391729,0.06585650593042373
0.8410192610842459,0.6599075794219971,0.001,0.002886962149491052,0.0030763031914830207,0.059455400102593925,0.06125749424099922
0.8197272945655866,0.6435382008552551,0.001,0.0024242854227175875,0.002034515445120633,0.05438405821581235,0.049554520100355146
0.7992668346072851,0.6352875232696533,0.001,0.0021584193383113303,0.0016843031626194715,0.051409803268112494,0.04454426020383835
0.7837915326772111,0.6263278365135193,0.001,0.0019689130673990743,0.002167981117963791,0.04896560397124692,0.05235298126935959
0.7710088645474295,0.6201638460159302,0.001,0.0018855967811371587,0.0018669247860088945,0.0480882969130291,0.047601180523633956
0.7571226003464688,0.6270204782485962,0.001,0.0015953646216075867,0.0013709917548112571,0.044283322362082725,0.041142846643924716
0.7454887996898608,0.5800533175468445,0.001,0.0015333844178743409,0.0013894997304305435,0.043576550450217855,0.04146118462085724
0.7323696663540401,0.5781769394874573,0.001,0.0014051838556901038,0.0014557555550709367,0.04138249569059758,0.044059532880783084
0.7253517364518026,0.567923367023468,0.001,0.0013160359904463037,0.001014426234178245,0.04011974414664038,0.03693109899759293
0.7147024997164694,0.579794728755951,0.001,0.001196617699748826,0.0010503056808374822,0.03834757987367973,0.03692974299192429
0.7073467105961917,0.557458758354187,0.001,0.0011333017923942444,0.0008573270402848721,0.03728033469341109,0.0327914372086525
0.6983925090746933,0.5648220300674438,0.001,0.0010386455118698015,0.0010290927020832896,0.03580420546945226,0.034956452623009684
0.6914909009853106,0.5288467347621918,0.001,0.001018904364704458,0.000913823558948934,0.03540176443044055,0.03244736827909946
0.6859844243258573,0.5241424381732941,0.001,0.0009428764548900882,0.0007466041832230985,0.034074673355881414,0.03083673305809498
0.6809449336501989,0.5834274649620056,0.001,0.0008908226148204439,0.0007262109313160181,0.03315773669086146,0.028991959616541864
