,fold,smiles,pIC50
0,1,Cc1ccccc1-c1ccc2nc(N)c(C[C@@H](C)C(=O)N[C@@H]3CCOC(C)(C)C3)cc2c1,9.1549015
1,1,C#CC#Cc1ccc([C@@]2(c3ccccc3F)CC(=O)N(C)C(N)=N2)nc1,6.6789064
2,1,C#CC(=O)c1cccc(C2(c3cncc(-c4cccnc4)c3)N=C(N)N(C)C2=O)c1,7.2936115
3,1,C#CC(C(=O)NC(Cc1cc(F)cc(F)c1)CC(C)(C)Cc1cccc(Cl)c1)[C@@H](CC)CNC(C)CC(=O)NCC(C)=O,8.888998
4,1,C#CC(N[C@@H](CNCC1=CC=C1)OC(=O)c1cccc(F)c1)c1cccc(Cl)c1,7.3698087
5,1,C#CC1=CC(=NC(=O)c2cccc(F)c2)[C@@]2(CC=C1F)CCCC(C(NC(C)=O)NC(F)c1cccc(F)c1)CN2,7.023726
6,1,C#CC1=CC(C(Cc2cccc(F)c2)NC(C)=O)CNCC(C(O)C(COC)Cc2cc(F)cc(F)c2)=CC=C1,5.5384383
7,1,C#CC1=CC2(N=C(N)N(C)C2=O)C(F)=CC(C(=O)Nc2ccc(F)c(F)c2)=C1,6.7948723
8,1,C#CC1=CC=C(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2cccc(C(C)(C)C)c2)CS(=O)(=O)[C@H](Cc2ccccc2)CC=C1,7.7828135
9,1,C#CC1=CC=C1c1cccc(C2(c3ccnc(F)c3)N=C(N)N(C)C2=O)c1,6.6300635
10,1,C#CC1=CC=CC(C2(c3ccc(OC)cc3)N=C(N)N(C)C2=O)=CC(c2ccsc2)=C1,6.7501206
11,1,C#CC1=CC=NC(C2(c3cccc(C(N)=O)c3)N=C(N)N(C)C2=O)=CC=C1OC,7.6820455
12,1,C#CC1=CCC(=O)C(=O)NC(c2cccc(Cl)c2)C(=O)NC(C(F)NC(COC)C(F)(F)F)C=CC1,7.8128347
13,1,C#CCC1=CC(c2cccc(OC(F)F)c2)=CC(C(F)(F)F)=CN=C1,7.9584155
14,1,C#CCCc1ccc(C2(c3cccc(Cl)c3)N=C(N)N(C)C2=O)cc1,6.4742966
15,1,C#CCNCc1cccc(C(Cc2ccccc2)NC(=O)c2cc(Cl)cc(N(C)S(C)(=O)=O)c2)c1,5.60123
16,1,C#CCOc1ccc(C[C@@]2(c3cccc(OC(F)F)c3)N=C(N)N(C)C2=O)cc1,8.0278845
17,1,C#CCc1ccc(C2(C3=CC(c4cncnc4)=C3)N=C(N)N(C)C2=O)cc1,7.0271
18,1,C#CCc1ccc([C@]2(c3cncc(Cl)c3)N=C(N)N(C)C2=O)cc1,7.5777035
19,1,C#CCc1ccc2c(c1)C(O)(NCC(O)C(Cc1cc(F)cc(F)c1)NC(C)=O)CCCCCC2,6.6459093
20,1,C#CCc1cccc(C2(CC)CC(O)C(O)C(c3cc(F)cc(F)c3)C(C(=O)CS(C)(=O)=O)NC2C(C)C)c1,6.166499
21,1,C#CCc1cccc([C@]2(c3cccc(CC(F)(F)F)c3)N=C(N)N(C)C2=O)c1,6.5535316
22,1,C#CN1C(=O)C(C)(c2ccccc2-c2ccccc2C)N=C1N,5.0524473
23,1,C#COc1ccc(N2C(=O)[C@](C)(c3cccc(C(F)(F)F)c3)N=C2N)cc1,7.015532
24,1,C#COc1ccc([C@@]2(Cc3cc(C)cc(F)c3)N=C(N)N(C)C2=O)cc1,5.725026
25,1,C#COc1cccc([C@@]2(Cc3cc(F)cc(F)c3)N=C(N(C)C)C(=O)N(N)C2=O)c1,5.983095
26,1,C#C[C@@H]1Cc2cccc(c2)C(=O)N(c2cccnc2)C(N)=N1,7.1670003
27,1,C#C[C@@]1(c2ccc(F)c(C#CCCCCc3ccccc3)c2)N=C(N)N(c2cccc(N(C)S(C)(=O)=O)c2)C1=O,8.715438
28,1,C#C[C@]1(c2ccccc2)N=C(N)N(C[C@]2(C)N=C2N)CC1=O,7.0632057
29,1,C#Cc1cc(-c2ccsc2)cc(C(N)NC2CCCC2C(=O)C2CCCC2)c1,8.103864
30,1,C#Cc1cc(C)cc([C@@]2(c3cccc(OC(F)F)c3)N=C(N)N(C)C2=O)c1,6.785383
31,1,C#Cc1cc(C2(NCC(Cc3cc(F)cc(F)c3)C(O)NC(C)=O)CCCC2)ccc1C,7.459659
32,1,C#Cc1cc(CC(C)(C)C)cc([C@]2(c3ccccn3)N=C(N)N(C)C2=O)c1,7.376748
33,1,C#Cc1cc(C[SH](C)(=O)Cc2ccc(C(CNCc3ccccc3)OC)c(O)c2)ccc1OC(F)(F)F,6.3505254
34,1,C#Cc1cc(F)cc(-c2ccc(C[C@]3(C)N=C(N)N(C)C3=O)cc2)c1,7.5059004
35,1,C#Cc1cc(F)cc(CC2N=C(Cc3ccc(O)c(F)c3)N(CCC)C(C)N(C)C2=O)c1,6.320421
36,1,C#Cc1cc(F)cc([C@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1,7.436201
37,1,C#Cc1cc(N)cc(C(=O)N[CH]C[CH]c2cc(F)cc(F)c2)c1,7.340743
38,1,C#Cc1cc2cc(c1)S(=O)(=O)CCCC(c1cccnc1)NCC(O)[C@@H](O)[C@@H](Cc1cc(F)cc(F)c1)NC2C,7.6626043
39,1,C#Cc1ccc(-c2ccc(OC)cc2C2(C)N=C(N)CN(C)C2=O)cc1F,6.0285954
40,1,C#Cc1ccc(C(=NC(N)c2cccc(F)c2)C2CCCCC2)cc1,8.371983
41,1,C#Cc1ccc(CC(=O)NC2C=CC(F)=CC=C2C(O)CNC2CCCOC2)cc1-c1cccnc1,6.146759
42,1,C#Cc1ccc(N2CCCC2=O)cc1C[C@H]([C@@H](CC)CNCc1cccc(OC(F)F)c1)[C@H](Cc1ccccc1)NC(=O)O,8.758178
43,1,C#Cc1ccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)cc1,8.26648
44,1,C#Cc1ccc([C]2N=C(N)C(=N)N2)cc1OC(F)F,8.068678
45,1,C#Cc1cccc(-c2ccc(C(=O)NC(Cc3cccc(CC(C)(C)C)n3)C(O)CNCc3ccc(OC)c(C)c3)cc2)c1,8.493491
46,1,C#Cc1cccc(-c2ccc(NCC(O)C(Cc3cc(F)cc(F)c3)NC(C)=O)c(CC3CCCCC(C)C3)c2)c1,8.236744
47,1,C#Cc1cccc(-c2cccc(C3CC(=O)N(C)C(N)=N3)c2)c1,6.8749876
48,1,C#Cc1cccc(C(=O)N[C@H]2CNCC(OC)Cc3cc(F)cc(c3)C2)c1,6.5979614
49,1,C#Cc1cccc(C(CNCC(CCc2ccccc2)C(=O)NC(=O)c2cccc(N(C)S(C)(=O)=O)c2)NC(C)Cc2cccc(C)c2)c1,7.079315
50,1,C#Cc1cccc(C2(NCC(O)C(Cc3cc(F)cc(F)c3)NC(=O)CC)CCCCC2)c1,7.2534184
51,1,C#Cc1cccc(C2(c3ccc(C(F)F)cc3)N=C(N)N(C)C2=O)c1,6.801816
52,1,C#Cc1cccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc1=O,8.071486
53,1,C#Cc1cccc(C2(c3cccc(OC(F)F)c3)N=C(N)N(C)C2=O)c1,7.101718
54,1,C#Cc1cccc(C2=N[C@](c3ccccc3)(C(F)F)C(=O)N2N)c1,7.045575
55,1,C#Cc1cccc(CCNC(Cc2cc(F)cc(F)c2)C(COC)C(=O)NC(O)C(O)CNCc2ccc(OC)cc2)c1,8.165537
56,1,C#Cc1cccc(CNC2CC(NCc3cccc(C(C)(C)C)c3)CS(=O)(=O)CC2O)c1,6.125828
57,1,C#Cc1cccc(CNCC(=O)C(Cc2cc(F)cc(F)c2)NC(C)c2cccc(N(C)S(C)(=O)=O)c2)c1,6.7889743
58,1,C#Cc1cccc(C[C@H](C)N2C(=O)C[C](c3cccc(C#C)c3)N=C2N)c1,5.6380186
59,1,C#Cc1cccc(N(C)C(=N)N[C](C)C(=O)N2C=CC(OC(F)(F)F)=CC2)c1,6.890077
60,1,C#Cc1cccc(NC(=O)NC(=O)Cc2cc([C@@H](O)CNCc3cccc(C(F)(F)F)c3)cc(C(F)(F)F)c2)c1,6.687134
61,1,C#Cc1cccc(NC(Cc2cc(O)cc(F)c2)C(=O)NC(CNC(C)C(C)C)Cc2cccc(OC(F)F)c2)c1,5.8252854
62,1,C#Cc1cccc([C@@]2(c3cc(F)cc(CN)c3)N=C(N)N(C)C2=O)c1,5.682843
63,1,C#Cc1cccc([C@@]2(c3cccc(C(F)(F)F)c3)N=C(N)O2)c1,6.8390703
64,1,C#Cc1cccc([C@@]2(c3ccccc3)N=C(N)N(C)C2=O)c1,6.7116013
65,1,C#Cc1cccc([C@]2(C3=C(OC(F)F)C=C3)N=C(N)N(C)C2=O)c1,7.925276
66,1,C#Cc1cccc([C@]2(c3cccc(N)c3)N=C(N)O2)c1,6.402405
67,1,C#Cc1ccccc1-c1cccc(CN2C=CCN(C)C(=O)C2=O)c1,6.32047
68,1,C#Cc1ccccc1[C@]1(Cc2cccc(OCC)c2)N=C(N)N(C)C1=O,8.037237
69,1,C#Cc1ccnc(-c2ccc(F)cc2)c1C1(c2ccc(C)cc2)N=C(N)N(C)C1=O,7.9495125
70,1,C#Cc1ccnnc1-c1cccc([C@@]2(c3cccc(C#CCCCCC)c3)CCOC(=N)N2)c1,7.8976717
71,1,C#Cc1cnc(-c2cccc(C3(C)CN(C)C(N)=N3)c2)cc1-c1cncc(OC)c1,6.561132
72,1,C#Cc1cncc(-c2ccc([C@]3(C)N=C(N)N(N)C3=O)cc2F)c1,6.1334167
73,1,C#Cc1cncc(C2(NC[C@@H](CC)NC(=O)c3cccc(C(C)(C)C)c3)CCCCC2)c1,6.7580614
74,1,C#Cc1cncc(CC(NC(C)=O)C(O)CNCC2CC2(c2cccc(-c3ccccc3)c2)C(O)C(C)(C)C)c1,8.303549
75,1,C#Cc1csc(C(=O)N(CCCC2CCC2)C(NCc2cccc(C(C)(C)C)c2)N2CCCC(C)C2=O)c1,6.9969263
76,1,C#Cc1ncccc1-c1cccc([C@]2(N)C(=O)NC3CCC2C3)c1,7.035632
77,1,C/C(=N/Cc1cc(=O)n(C)c(N)n1)c1ccnc(-c2cc(OC(F)F)ccc2F)c1,4.34035
78,1,C/C(=N/OCC(C)C)c1cccc(C(=O)N[C@@H](O)[C@@H]2CC[C@H](Cc3ccccc3)CNC2)c1,6.2366385
79,1,C/C(=N/OCC(F)(F)F)c1cc(C(=O)Cc2cccnc2N)cc(C2=CC=CCN2N)c1,7.6272373
80,1,C/C1=N/OCC(O)(NCC(O)C(NC(=O)c2ccc(F)cc2)C(C)(C)C)c2cc(F)cc1c2,7.1737685
81,1,C/C=C/COC(NC(Cc1cccc(OC)c1)C(O)CNCc1cccc(OC)c1)c1ccccc1,6.579736
82,1,C/C=C/c1cc(-c2cccc(-c3cccnc3)c2)cc(C2(C)N=C(N)N(C)C2=O)c1,7.3409624
83,1,C/N=C\c1cc(CC2CCCCCC(C)(C)CN=C(N)N2C)ccc1C(=O)O,5.2132654
84,1,C1=C(CC2CCCCC2)c2ccc(o2)-c2ccnc1c2,6.9892445
85,1,C1=CC=C(c2ccccn2)C=CC(c2cncnc2)=C1,7.37072
86,1,C1=CCC(c2ccccc2)N=C(CNCc2cccc(-c3cncnc3)c2)C=C1,7.276584
87,1,C1CCC2(CC1)CCCC2,4.9845815
88,1,C1CCCC1,7.822553
89,1,C1CCOC1,7.930153
90,1,C1CCCCC1,6.285331
91,1,C1CCCCCC1,7.2048607
92,1,C1CCCOCC1,7.1475954
93,1,C1CCCCCCC1,4.984535
94,1,C1CCCOCCC1,6.9787397
95,1,C=C1C=c2nc(N)n(C)c(-c3cccc(C(F)F)c3)c[nH]c2=CC=C1c1cc(C)ccn1,6.108599
96,1,C=CCCCCCOc1cccc(C2(NCC(CO)c3cc(F)cc(OC(F)(F)F)c3)CCCCC2)c1,6.5884976
97,1,C=CCCO/N=C(/C)c1cc(Cl)cc(CC(NC(=O)CC)C(=O)NC(O)C(O)CNCc2cccc(Br)c2)c1,7.1091356
98,1,C=CCCOC1=CC(=N)C(F)=CC(C2(c3ccc(OC(F)(F)F)cc3)N=C(N)N(C)C2=O)C=C1,8.579433
99,1,C=CCON=c1cc(C2(NCc3cccc(C(C)(C)C)c3)CCCCOC2)cccc1NC(O)c1cc(F)cc(F)c1,7.1413836
100,1,C=CN(c1ccccc1)C(NC(Cc1ccccc1)C(O)CNCc1ccccc1)c1cccc(C(=O)COC)n1,8.611296
101,1,C=COC(Cc1cc(F)cc(F)c1)NC(=O)c1cccc(CCC(C)NC(C)=O)c1,7.1235337
102,1,C=C[C@H](c1cccc(C[C@@H](C)COC)c1)[C@@H](O)CNC(CC)C(=O)NC(C)=O,6.325048
103,1,C=Cc1[nH]cc(O)c1C(NC1(CCNCc2cccc(C(C)(C)C)c2)CC(C(=O)NCc2cccc(OC)c2)N1)C(C)C,6.7668395
104,1,C=NC1C(=O)C(=O)N1C1=CC(c2ccc(Cl)cc2)=NC(=O)C=CC1,6.131242
105,1,CC#CC(F)Oc1ccc(CC2(c3cccc(-c4ccncn4)c3)N=C(N)N(C)C2=O)cc1,6.633691
106,1,CC#CC(NC(=O)C1=CC=C1c1ccncn1)NC1(c2cccc(C(C)(C)C)c2)CC1,7.970619
107,1,CC#CC1(c2cnccn2)C(=O)N(C)C(N)=Nc2ccc(cn2)-c2cc(OC)cc1c2,7.7274227
108,1,CC#CC1=C(C2=CC=C([C](C)Cc3ccccc3)N=C(N)N(C)C2=O)N=C1,5.9787393
109,1,CC#CC1=CC(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2cccc(OC)c2)=CC=C(F)CC1=NO,8.588913
110,1,CC#CC1=CC(c2ccsc2)=CC(C2(c3cccc(F)c3)N=C(N)N(C)C2=O)=CC=C1,7.5668206
111,1,CC#CC1=CC2=CCC=CC(=NC(=O)C(CNCc3ccc(OC)cc3)=NC3CCCCC3)C(=C2)CC1,6.226992
112,1,CC#CC1=CN=C(c2cc(C)cc(-c3cc(OCCC)ccc3Cl)c2)CC(=O)NC1(F)F,7.136617
113,1,CC#CCC#Cc1cccc(C2(C3=CC=CC(OC)=CC3C(C)OC)N=C(N)N(C)C2=O)c1,6.791599
