smiles,pred_pIC50,target_pIC50,is_valid,canonical_smiles,murcko_scaffold_smiles,tanimoto_max_to_ref,diversity_score,mean_tanimoto_internal,diversity_internal_score
Brc1cc2cc(c1)OC1(CCOC1)N(Cc1ccccc1)C2,3.0408075,3.03515100479126,True,Brc1cc2cc(c1)OC1(CCOC1)N(Cc1ccccc1)C2,c1ccc(CN2Cc3cccc(c3)OC23CCOC3)cc1,0.19753087,0.8375035768009322,0.165604039999646,0.834395960000354
Brc1cccc(C2CCCC2)c1,3.1053934,3.093412399291992,True,Brc1cccc(C2CCCC2)c1,c1ccc(C2CCCC2)cc1,0.35555556,0.8375035768009322,0.165604039999646,0.834395960000354
Brc1ccccc1C1CNC(C2CCCCC2)C(c2ccccc2)C1,4.4972606,4.517033576965332,True,Brc1ccccc1C1CNC(C2CCCCC2)C(c2ccccc2)C1,c1ccc(C2CNC(C3CCCCC3)C(c3ccccc3)C2)cc1,0.37096775,0.8375035768009322,0.165604039999646,0.834395960000354
C#CC(NC(=O)COC)(c1cccc(-c2ccco2)c1)C(O)CNC1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,5.9310007,5.9368438720703125,True,C#CC(NC(=O)COC)(c1cccc(-c2ccco2)c1)C(O)CNC1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,c1cc(CCCNC2CC3(CCC3)Oc3ncccc32)cc(-c2ccco2)c1,0.592233,0.8375035768009322,0.165604039999646,0.834395960000354
C#CC(Oc1cc(CC2CCCCCC2)cc(NC(O)c2cc(NCC)cc(N3CCCC3=O)c2)c1)C(F)(F)F,8.298766,8.299753189086914,True,C#CC(Oc1cc(CC2CCCCCC2)cc(NC(O)c2cc(NCC)cc(N3CCCC3=O)c2)c1)C(F)(F)F,O=C1CCCN1c1cccc(CNc2cccc(CC3CCCCCC3)c2)c1,0.38,0.8375035768009322,0.165604039999646,0.834395960000354
C#CC1=C2N=CC(CC(C)(C)C)=C2OC2(CCC2)CC1NCC(O)C(Cc1cc(F)cc(F)c1)NC(=O)COC,7.6272945,7.659329891204834,True,C#CC1=C2N=CC(CC(C)(C)C)=C2OC2(CCC2)CC1NCC(O)C(Cc1cc(F)cc(F)c1)NC(=O)COC,C1=NC2=CC(NCCCCc3ccccc3)CC3(CCC3)OC2=C1,0.6354167,0.8375035768009322,0.165604039999646,0.834395960000354
C#CC1=CC(NCC(O)C(Cc2cc(F)cc(F)c2)NC(C)=O)(c2ccc(CC(C)(C)C)cn2)CC1,7.630432,7.613296031951904,True,C#CC1=CC(NCC(O)C(Cc2cc(F)cc(F)c2)NC(C)=O)(c2ccc(CC(C)(C)C)cn2)CC1,C1=CC(NCCCCc2ccccc2)(c2ccccn2)CC1,0.5714286,0.8375035768009322,0.165604039999646,0.834395960000354
C#CCc1cc(C2(c3cccc(-c4cnn(C)c4)c3)N=C(N)N(C)C2=O)ccn1,6.8739495,6.8745317459106445,True,C#CCc1cc(C2(c3cccc(-c4cnn(C)c4)c3)N=C(N)N(C)C2=O)ccn1,O=C1NC=NC1(c1ccncc1)c1cccc(-c2cn[nH]c2)c1,0.6119403,0.8375035768009322,0.165604039999646,0.834395960000354
C#CNC(C)C(O)CNC1(c2cccc(C(C)(C)C)c2)CCCC(OCc2cc(F)cc(F)c2)C1,6.915619,6.9254560470581055,True,C#CNC(C)C(O)CNC1(c2cccc(C(C)(C)C)c2)CCCC(OCc2cc(F)cc(F)c2)C1,c1ccc(COC2CCCC(c3ccccc3)C2)cc1,0.5,0.8375035768009322,0.165604039999646,0.834395960000354
C#CNC(Cc1cc(F)cc(F)c1)C(O)CNC1(c2cccc(C(C)(C)C)c2)CC1,6.6715097,6.719611644744873,True,C#CNC(Cc1cc(F)cc(F)c1)C(O)CNC1(c2cccc(C(C)(C)C)c2)CC1,c1ccc(CCCCNC2(c3ccccc3)CC2)cc1,0.7419355,0.8375035768009322,0.165604039999646,0.834395960000354
