,smiles,pred_pIC50,target_pIC50
0,CN1CC(=O)C(CCC2CCCCC2)(c2cccc(-c3cccnc3)c2)N=C1N,6.959686,6.187581062316895
1,CC(C)CC1(C2CC2)CCN1C(CCc1ccccc1)C(=O)NC(=O)C(O)C1CC(C(=O)c2ccccc2)N1,6.6701317,6.658942222595215
2,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNC1(c2cccc(C3(C)CCCCC3)c2)CCCCC1,3.5088696,7.725385665893555
3,COc1cc([C@@]2(c3ccc(-c4cncnc4)cc3)N=C(N)N(C)C2=O)ccc1-c1cncnc1,6.3241706,7.060079097747803
4,CS(=O)(=O)N(c1ccccc1)c1ccc(C(NC2COC2)C(O)CNCc2cccc(C(F)(F)F)c2)cc1,3.8751388,8.574017524719238
5,CC(CC1=NC2=CC(C(=O)Cc3ccccc3)=CC2=C1)NC(Cc1ccccc1)C(O)CNC1CC1,4.9772615,5.357109069824219
6,O=S1(=O)CC(Cc2ccc(Br)c(O)c2)CCN1c1ccccn1,7.6154413,5.671872615814209
7,CCNc1cc(C(=O)NC(CC2=CC(F)=C2C(C)C)[C@H](O)CNCc2cccc(OC)c2)cc(N2CCCCS2(=O)=O)c1,7.1289253,9.648340225219728
8,O=C1C(CC2CCCCC2)CNN1Cc1cc(Cl)cc(NCC(F)(F)F)c1,6.7725744,3.5202524662017822
9,CN1C(=O)C2(CC(C)(C)Cc3cc(-c4ccncc4)ccc32)N=C1N,5.8269396,6.753774166107178
10,COc1cc(CC2CS(=O)(=O)CC(NCc3cccc(C(C)C)c3)C2O)cc(F)c1N,6.2399106,6.08424186706543
11,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@]1(c2ccccc2)C[C@@H]1CNCc1cccc(C(F)(F)F)c1,6.2836375,4.2902350425720215
12,CCCC1CCN(c2cccc(C3(NCC(O)CCc4cc(F)cc(F)c4)CCCCC3)c2)C1=O,8.828173,5.474413871765137
13,CC(=O)Nc1cc(Cl)cc(C2(c3ccc(-c4cncnc4)cc3)N=C(N)N(C)C2=O)c1,6.773655,8.97816276550293
14,CN1SCC(c2cccc(NC(=O)c3cnc(Cl)cn3)c2)N=C1N,3.5872405,5.13494348526001
15,CN(c1cc(C(=O)NC(Cc2ccccc2)C(O)CNC2CC2)cc(-c2cc[nH]n2)c1)S(C)(=O)=O,6.145215,7.362548828125
16,CN1C(=O)[C@](c2cccc(-c3cccnc3F)c2)(c2cnn(CCc3ccccc3)c2)N=C1N,7.134873,8.384958267211914
17,CC(=O)NC(Cc1ccc(F)cc1)C(O)CNC1(c2cccc(C(C)(C)C)c2)CC1,5.4411073,6.554973602294922
18,COc1cccc(-c2ccccc2C2(c3ccncc3)N=C(C)CC(=N)N2)c1,6.3651314,6.851784706115723
19,CC(C)(C)c1cccc(CNC2CS(=O)(=O)CC(Cc3cc(N)c(O)c(F)c3)C2O)c1,7.145466,6.820560455322266
20,COc1ccc([C@@]2(c3ccc(NC(=O)c4ccc(F)cc4)cc3)N=C(N)N(C)C2=O)cc1,8.404535,6.752410411834717
21,CC(C)CN1C(C(N)=O)CC1C(Cc1ccccc1)C(NC(=O)Cc1cc(F)cc(F)c1)C(O)C1CC(OCc2ccccc2)CN1,6.6587605,9.678755760192873
22,O=C(NCO)C(CNC1(c2cccc(N3CCC3=O)c2)CCCCC1)CC1CCCCC1,5.5128593,6.070673942565918
23,CC(C)Cn1cc([C@]2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)O2)cn1,7.516046,6.775660991668701
24,CC(C)(C)c1cccc(CNC2CS(=O)(=O)CC(Cc3ccccc3O)C2O)c1,8.351457,4.612265110015869
25,CC1=NC(c2cccc(F)c2)(c2cccc(-c3cncnc3)c2)N=C1N,6.1976476,6.3126301765441895
26,CC1(C)Cc2c(Cl)cccc2C(=NC(Cc2cscc2-c2cn[nH]c2)C(=O)O)N1,8.533032,6.15497636795044
27,COc1cccc(-c2ccc([C@]3(C4CCCCC4)N=C(C)C(=N)N3)cc2)c1,6.507285,5.732463359832764
28,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNC1(c2ccccc2-c2ncno2)CCCC1,7.017293,4.332785129547119
29,NC1=NCCOCC(=O)C2=CC=C(C(=O)NC(Cc3ccccc3)C(O)CNC3CC3)C=CC2=N1,6.3266144,6.463897228240967
30,CCc1ccc(C2(c3cccc(-c4ccncc4)c3)N=C(N)N3CCCN=C32)cc1OC,7.2876835,6.160107135772705
31,CC(C)c1cccc(CNC2CC(O)C2CS(=O)(=O)c2ccc(Br)cc2)c1,4.2038727,4.906885147094727
32,CC(C)c1ccc(CNC2CS(=O)(=O)CC(Cc3ccccc3)C2O)cc1,5.596254,4.495912551879883
