,smiles,pIC50
0,CC#Cc1cncc(-c2cc(C3(C4CC4)N=C(C)C(N)=N3)ccc2O)c1,7.2146702
1,CC1=NC(c2cccc(-c3cncc(Cl)c3)c2)(C2CC2)N=C1N,6.5086384
2,CC#Cc1cncc(-c2cccc([C@]3(C4CC4)N=C(C)C(N)=N3)c2)c1,7.1023731
3,NC1=NC(c2ccccc2)(C2CCCCC2)C(=O)N1CC1CCCO1,5.9829664
4,CC#Cc1cncc(-c2cccc([C@@]3(c4cc(C)c(=O)n(CC)c4)N=C(N)c4c(F)cccc43)c2)c1,8.6126099
5,CC(C)c1cccc(CNCC(O)C2COC/C=C/CCCNC(=O)c3cc(cc(N(C)S(C)(=O)=O)c3)C(=O)N2)c1,6.7447276
6,COCCCC1NC(=O)c2cc(cc(N(C)S(C)(=O)=O)c2)C(=O)NC(C(O)CC(C(=O)NCC(C)C)C(C)C)COCc2cccc1c2,5.7212462
7,COCCOC1NC(=O)c2cc(cc(N(C)S(C)(=O)=O)c2)C(=O)NC(C(O)CC(C(=O)NCC(C)C)C(C)C)COCc2cccc1c2,5.0
8,CC(C)(C)Cc1cnc2c(c1)C(NCC(O)C(Cc1cccc(-c3nccs3)c1)NC(=O)[C@@H]1CCCO1)CC1(CCC1)O2,8.036212
9,CC(C)(C)Cc1cnc2c(c1)C(NCC(O)C(Cc1ccc3c(c1)OCO3)NC(=O)c1ccccc1F)CC1(CCC1)O2,7.1157713
10,CC1(C)Cc2ccc(-c3cncc(Cl)c3)cc2C2(CSC(N)=N2)C1,5.7002749
11,CNC(=O)c1cc(C(=O)NC(COCc2cc(F)cc(F)c2)C(O)CC(C)C(=O)NC(C(=O)NCc2ccccc2)C(C)C)cc(N(C)S(C)(=O)=O)c1,5.8996296
12,CC(=O)Nc1c(Cl)cc(C/N=C(\N)NC(=O)Cn2ccc3ccccc32)cc1Cl,5.9956784
13,COc1ccc(C2(c3cccc(-c4cccnc4)c3)COC(N)=N2)cc1,5.1272612
14,COc1ccc(C2(c3cccc(-c4cnccc4F)c3)COC(N)=N2)cc1,5.0861859
15,NC1=NC(c2ccc(OC(F)F)cc2)(c2cccc(-c3cccnc3F)c2)CO1,5.9172144
16,CCC(CC(=O)NCC1CCOCC1)n1c(N)nc2cc(Cl)ccc21,3.0
17,COc1ccc([C@@]2(C34CC5CC(CC(C5)C3)C4)N=C(N)N(C)C2=O)cc1C,4.3467875
18,CCCN(CCC)C(=O)c1cc(Sc2ccc(OC)cc2)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2cccc(OC)c2)c1,7.5686364
19,CCCN(CCC)C(=O)c1cc(Sc2ccccc2)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2cccc(OC)c2)c1,7.8860564
20,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccccc2)c2noc(=O)[nH]2)=N1,6.124939
21,CN1C(=O)CC(C)(c2cc(-c3cccc(C#N)c3)cs2)N=C1N,7.251812
22,Cc1cnc(C(=O)Nc2cccc(C3(C)N=C(N)CN(C)C3=O)c2)cn1,5.1500282
23,CC(C)CC(NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(O)CC(C)C(=O)NC(C(=O)NC(C)C)C(C)C,8.9586077
24,NC1=N[C@](c2ccc(OC(F)(F)F)cc2)(c2cccc(CCC3CC3)c2)C2=NCCCN12,6.6777806
25,CCCCCS(=O)(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN[C@@H](C)C(=O)NC2CCCCC2)c1,5.7447276
26,CC(NC(=O)c1cc(-c2nc(C(C)(N)Cc3ccccc3)no2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,5.7375488
27,Cn1c(N)nc(CCc2cccc(-c3ccccc3)c2)cc1=O,5.1870866
28,COc1cccc(-c2cccc(CCc3cc(=O)n(C)c(N)n3)c2)c1,5.3767509
29,N=C(N)NC(=O)Cn1c(-c2ccccc2)ccc1-c1ccc(NC(=O)c2cccc(Br)c2)cc1,6.221849
30,CCn1cc2c3c(cc(C(=O)NC(Cc4ccccc4)C(=O)CNC4CCOCC4)cc31)N(C)S(=O)(=O)CC2,7.8860564
31,CN1C(=O)C2(CC(C)(C)Sc3ccc(-c4cc(F)cc(Cl)c4)cc32)N=C1N,7.6382723
32,CN1C(=O)C2(CC(C)(C)Sc3ccc(-c4cccc(C#N)c4)cc32)N=C1N,7.3279023
33,CC1CC2(CCN1Cc1cccc(OC3CCCC3)c1)CNS(=O)(=O)N2c1cccc(F)c1,4.9586072
34,Cc1ccccc1-c1ccc2nc(N)c(C[C@@H](C)C(=O)N[C@@H]3CCOC(C)(C)C3)cc2c1,9.1549015
35,COCC(=O)NC(Cc1cccc(-c2ncco2)c1)C(O)CNC1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,8.0177288
36,COc1ccc(Cc2cccc([C@@]3(c4ccccc4)N=C(N)N4CCCN=C43)c2)cc1,5.1487417
37,NC1=N[C@](c2ccccc2)(c2cccc(Cc3ccccc3)c2)C2=NCCCN12,5.2757239
