smiles,pred_pIC50,target_pIC50
Brc1cccc(CCCc2ccccc2)c1,4.08806,4.093957901000977
C,4.1417627,4.1409831047058105
C#CC(=O)NC(Cc1ccccc1)C(O)CNCC1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,7.6059566,7.6023688316345215
C#CC(C)c1csc(C(CC(C)(C)C)NC2CCC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,9.193427,9.198861122131348
C#CCC1(NCC(O)[C@H](Cc2cc(F)cc(F)c2)NC(C)=O)CCC(CF)(CF)c2cccc1c2,7.830949,7.8317413330078125
C#CCCCOc1ccc(C(=O)Nc2ccc(C3(C)N=C(N)c4c(F)cccc43)cc2)nc1,6.3820415,6.3914875984191895
C#CCCOc1cncc(C(=O)Nc2cc(C#C)cc(C3(C)N=C(N)OCC3(F)F)c2)c1,9.769298,9.772684097290039
C#CCNC[C@@H](O)C(Cc1ccc(F)c(F)c1)NC(=O)c1cc2c3c(c1)c(cn3CC)CCS(=O)(=O)N2C,8.215432,8.217826843261719
C#CCNC[C@@H](O)C(Cc1ccccc1)NC(=O)C1C=C2c3cn(CC)cc3CCS(=O)(=C1)N2C,6.3407803,6.34845495223999
C#CCNC[C@@H](O)C(Cc1ccccc1)NC(=O)c1cc2c3c(n(CC)cc3c1)CS(=O)(=O)C(N(C)CC)=C2,8.489814,8.493181228637695
C#CCNC[C@@H](O)C(NC(=O)c1cc2c3c(c1)c(cn3Cc1ccccc1)CCS(=O)(=O)N2C)C(O)CC,6.551223,6.555694580078125
C#CCNC[C@@H](O)CC1NC(=O)c2cc(CC)c3c(c2)CC2=CC1=CC(=NCCCCO2)N(C)S(=O)(=O)C3,7.706292,7.701448917388916
C#CCNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2c3c(cn(CC)c3c1)CCS(=O)(=O)N2C,6.974023,6.978739261627197
C#CCNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc(NC(=O)c2cc(OC)cc(N(C)S(C)(=O)=O)c2)cc1,6.75795,6.754310131072998
C#CCOCC(OC)C(CC(O)C(COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)OC,6.811386,6.798574447631836
C#CCOc1ccc(C(=O)Nc2cc(F)cc(C3(C)N=C(N)OCC3(F)F)c2)nc1,7.8912697,7.897819995880127
C#CCOc1ccc(C(=O)Nc2ccc(F)c(C3(C)N=C(N)OCC3(F)F)c2)nc1,7.4612136,7.464878559112549
C#CCOc1ccc(C(=O)Nc2cccc(C3(C)N=C(N)N(C)C3=O)c2)nc1,7.9174705,7.915953636169434
C#CCOc1ccc(C(=O)Nc2cccc(C34CCN(CC3)C(N)=N4)c2)nn1,7.020386,7.010869026184082
C#CCOc1cnc2c(c1)C(=NC(Cc1ccccc1)C(=O)c1cccc(Cl)c1)NC(C)(C)C2,7.7980623,7.797685146331787
C#CCc1cccc(-c2cccc(C3(c4ccncc4)N=C(N)N4CCN=C43)c2)c1,7.3829107,7.3751606941223145
C#CCn1cc([C@@]2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cn1,5.387669,5.3855438232421875
C#Cc1cc(-c2ccc3c(c2)OC(C)(C)CC32N=C(N)N(C)C2=O)ccn1,7.0226307,7.019491195678711
C#Cc1cc(-c2cncnc2)cc(C2(c3cnn(CC)n3)N=C(N)N(C)C2=O)c1,8.382372,8.384710311889648
C#Cc1cc(C(=O)Nc2ccc(F)c(C3(C)N=C(N)OCC3(F)F)c2)ncc1Cl,8.519445,8.522314071655273
C#Cc1cc(C2(NCC(O)C(Cc3cc(F)cc(F)c3)NC(C)=O)CCCCC2)cs1,4.656044,4.656879425048828
C#Cc1cc(C2(NCC(O)c3cc(Cl)cc(NC(C)=O)c3)CCCC2)cs1,5.9195766,5.916724681854248
C#Cc1cc(C2(c3cccc(-c4cncnc4)c3)CC(=N)N2)cs1,6.407817,6.400292873382568
C#Cc1cc(C2CNC2c2ccccc2)[nH]c(=O)n1,4.914512,4.912573337554932
C#Cc1cc(CC(NC(=O)COC)C(O)CNC2CCC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)cs1,8.279058,8.27900218963623
C#Cc1cc(COC)cc(C(=O)NC(=O)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,8.840396,8.838905334472656
C#Cc1cc(F)cc(C(=O)NC(Cc2ccccc2)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,9.903515,9.909852027893066
C#Cc1cc(F)cc(CC(NC(C)=O)C(O)CNC2CC3(CCC3)Oc3cnc(CC(C)(C)C)cc32)c1,7.748806,7.743212699890137
C#Cc1cc(F)cc(CC2CS(=O)(=O)CC(NCc3cccc(C(C)(C)C)c3)C2O)c1,9.539623,9.541271209716797
C#Cc1cc(F)nc(C(=O)Nc2ccc(F)c(C3(C)N=C(N)OCC3(F)F)c2)c1,7.3721914,7.374332904815674
C#Cc1ccc(-c2ccc3c(c2)OC(C)(C)CC32N=C(N)N(C)C2=O)cc1,6.6041174,6.58181095123291
C#Cc1ccc(-c2ccc3nc(N)c(CC(C)C(=O)NCCC(C)(C)C)cc3c2)cc1,9.368847,9.367530822753906
C#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(C)COC(=N)N3)c2)nc1,7.6850543,7.677822113037109
C#Cc1ccc(C(=O)Nc2cccc(C3(C)N=C(N)OCC3(F)F)c2F)nc1,6.660587,6.652472496032715
C#Cc1ccc(CC(N=C2NC(C)(C)Cc3cc(Cl)ccc32)C(=O)O)o1,5.71923,5.712389945983887
C#Cc1ccc(CC(NC(=O)COC)C(O)CNC2CCCC23CCc2cc(CC(C)(C)C)cnc2O3)cc1,6.9206743,6.922018051147461
C#Cc1ccc(CC(NC(=O)COC)C(O)CNCC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)cc1F,9.212,9.215764045715332
C#Cc1cccc(-c2ccc(-c3ccccc3Cl)n2Cc2ccc(NCCO)c(NCCCCC)c2)n1,6.357642,6.3505730628967285
C#Cc1cccc(-c2ccc3c(c2)C2(CC(C)(C)O3)N=C(N)N(C)C2=O)c1,7.592863,7.5901641845703125
C#Cc1cccc(-c2ccc3c(c2)C2(CC(C)(C)O3)N=C(N)N(C)C2=O)c1F,8.325821,8.321781158447266
C#Cc1cccc(-c2ccc3nc(N)c(CC(C)C(=O)NCc4cccnc4)cc3c2)c1,6.583634,6.588537693023682
C#Cc1cccc(-c2cccc(C3(c4ccncc4)N=C(C)C(=N)N3)c2)c1,5.7546644,5.7546796798706055
C#Cc1cccc(C(=O)Nc2ccc3c(c2)C2(CCOC(=N)N2)CC(C)(C)O3)c1,7.923496,7.915362358093262
