,smiles,pred_pIC50,target_pIC50
0,COc1ccc(CNCC(O)C(Cc2ccccc2)NC(=O)c2cn(N(C)S(C)(=O)=O)c3ccccc23)cc1,6.3722844,7.150139808654785
1,CCCC(=O)Nc1ccc(C23CCCC2OC(=N)N3)cc1,7.745472,3.4591259956359863
2,COc1ccc(C2(N(C)S(C)(=O)=O)[C@@H](c3ccc(OC(F)(F)F)cc3)N=C(N)O[C@@H]2F)cc1C,5.0024967,5.799013614654541
3,O=C(NC(Cc1ccccc1)C(O)CNC1CCOCC1)c1cccc(N2CCCS2(=O)=O)c1,8.148103,5.332135200500488
4,CN1C(=N)N=C2C=CC(=C(Cl)Cc3cccc2c3Cl)CC(C)(C)CC1=O,5.7416105,6.778493404388428
5,CC(=O)NC(Cc1ccc(F)cc1F)C(O)CNC1(c2ccn(CC(C)(C)C)c2)CC1,5.5658493,7.44461727142334
6,CC(=O)N[C@@H](Cc1cccc(OC(C)C)c1)[C@H](O)CNC1c2ccc(-c3cncnc3)cc2OC12CCCC2,4.772196,6.734510898590088
7,CN1C(=O)C(c2ccccc2)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)N=C1N,7.977825,3.847217082977295
8,COC(C)C(=O)NC(Cc1cccc(-c2ccc3c(c2)OCO3)c1)C(O)CNC1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,4.3158903,8.950093269348145
9,CN1C(=O)C(C)(c2ccc(-c3cccc(-c4cncnc4)c3)cc2)N=C1N,4.5244203,5.5271172523498535
10,Cc1cc(F)cc(N2CCC3(C2)CN(C)S(=O)(=O)N3c2cccc(F)c2)c1,7.6370206,7.34684419631958
11,CCCCNC(=O)C1=CC(COc2cc(F)cc(F)c2)=CC(C2C=CCCCC(CC(=O)C(=O)NC3CCCCC3)=N2)=CN1S(C)(=O)=O,7.3850827,6.500461101531982
12,CC(=O)N[C@@H](Cc1cc(F)ccc1F)[C@@H](O)CNC1(c2cccc(-n3ccnc3)c2)CC1,6.406338,4.632857799530029
13,C/C(=N/OCC(C)C)c1cccc(C2(NCC(O)Cc3cc(F)cc(F)c3)CC2)c1,5.4623833,5.757230281829834
14,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNC1(C2(C3CCCC(C4CCCCC4)CC3)CCC2)CC1,8.328644,6.800065040588379
15,CCNc1cc(C(=O)NC(Cc2ccccc2)C(O)CNCCc2ccc(OC)cc2)cc(N2CCCCS2(=O)=O)c1,6.834496,6.449236869812012
16,COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N3CCN=C32)cc1OC,7.454424,5.531990051269531
17,CC[C@H](NC(=O)c1cc(COCCCCN)cc(S(C)(=O)=O)c1)C(Cc1ccccc1)N[C@@H](Cc1ccccc1)[C@@H](O)CNC1CC1,8.102741,6.770135402679443
18,CC1(c2cccc(-c3cccc(CC#N)c3)c2)CCOCC(=N)N1,3.7417686,6.159447193145752
19,COc1cc(CNCC(O)C(Cc2cc(F)cc(F)c2)NC(C)=O)cc(C(C)(C)C)c1OC,5.5304794,5.326343059539795
