smiles,pred_pIC50,target_pIC50
Brc1ccc(-c2ccccc2)cc1,4.780487,4.7996931076049805
Brc1cccc(C2CC2c2cccc(-c3cccnc3)c2)c1,5.094906,5.098717212677002
C#CCCCC(CC(O)CNC1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21)NC(=O)COC,8.342542,8.337126731872559
C#CCCCNC(=O)Cc1ccccc1-c1ccc2cc(=O)n(CCC(C)C)c(N)c2c1,6.7943034,6.820158004760742
C#CCCNC(=O)C(C)Cn1c(N)cc2ccc(-c3cc(F)ccc3C)cc21,6.645653,6.664944171905518
C#CCCNC(=O)c1cc(CCO)cc(CN2C(=O)C(C)C(C)C(C)N=C2N)c1,5.4815803,5.470979690551758
C#CCCNC[C@H](O)C1CC(Cc2ccccc2)=CC(F)=C2C=C(C(=O)N1)C1=C2N(CC)S(=O)(=O)CCN1C,8.797404,8.821495056152344
C#CCNCC(O)[C@H](C)NC(=O)c1cc2c3c(c1)CCS(=O)(=O)N(C)CCCC3=C2,8.983433,9.01395320892334
C#CCNCCC(O)C(Cc1ccccc1)NC(=O)C1=CC2=C3C(CC)C=NC(=C1)N3CCS(=O)(=O)N2CC,8.225727,8.246500968933105
C#CCc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(C)c(NOCC(C)C)cc(=NCC)c2)c1,7.783726,7.765071868896484
C#COC(=O)NC1=CC2COC(=N)NC(C)(C2)C(C)=CC(F)=C1,6.1197166,6.137839317321777
C#Cc1c[nH]c(=O)c(Nc2cc(F)c(C3(C)N=C(N)OCC3(F)F)c(F)c2)n1,9.075125,9.101183891296387
C#Cc1cc(C2(NCC(O)C(Cc3cc(F)cc(F)c3)NC(C)=O)CCCCC2)cs1,4.819922,4.8496317863464355
C#Cc1cc(CC(NC(=O)CC)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)ccc1F,6.865854,6.81785774230957
C#Cc1cc(CC(NC(=O)COC)C(O)CNC2(C)OC3=C(N=CC=C(CC#N)C=C3)OC3(CC3)CC2CC(C)(C)C)cc(OC)c1,7.32216,7.323564052581787
C#Cc1cc(CC(NC(=O)COC)C(O)CNC2CCC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)ccc1OC,7.5675545,7.612146377563477
C#Cc1cc(CC(NC(C)=O)C(O)NC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)cc(-c2nccs2)c1,8.674797,8.702908515930176
C#Cc1cc(F)cc(CC(NC(=O)COC)C(O)NC2CC3(CCCC3)Oc3ncc(CC(C)(C)C)cc32)c1,7.724136,7.752994537353516
C#Cc1cc(F)cc(CC(NC(C)=O)C(O)CNC2(c3cc(C)cc(C(C)(C)C)c3)CC2)c1,7.1927075,7.161268711090088
C#Cc1cc(F)cc(CC(NC(C)=O)C(O)CNC23CCCC2Oc2cc(C(C)C)ccc2C3)c1,6.2519317,6.281410217285156
C#Cc1cc(N)nc(CC(C)(CC)C2(c3ccnc(-c4ccccc4C)c3)CC2)c1,6.390709,6.3546366691589355
C#Cc1cc2ccc(CC(C)(C)CC)cc3c(c1)OC1(CCC1)CC3NCC(O)C(NC(C)=O)C2,7.633883,7.664615154266357
C#Cc1ccc(C(=O)Nc2cc(OC)cc(C3(C)N=C(N)OCC3(F)F)c2)nc1,8.661836,8.660988807678223
C#Cc1ccc(C(=O)Nc2ccc(F)c(C3(C)N=C(N)C(=O)N3C)c2)nc1,8.50318,8.523237228393555
C#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(CF)COC(=N)N3)c2)cn1,8.001516,7.978477954864502
C#Cc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc1,6.550372,6.536043167114258
C#Cc1ccc(C2(c3cnn(CCC(C)C)n3)N=C(N)N(C)C2=O)cc1,7.984059,8.005659103393555
C#Cc1ccc(CC(NC(=O)CF)C(O)CNC2CC3(CCC3)Oc3ncc(CCc4ccccc4)cc32)cc1,8.655925,8.677373886108398
C#Cc1cccc(-c2ccc3c(c2)OC(C)(C)CCC32N=C(N)N(C)C2=O)c1,8.43474,8.429401397705078
C#Cc1cccc(-c2cccc(C3(C)N=C(N)N(C)C3=O)c2)c1,5.1462555,5.14605712890625
