smiles,pred_pIC50,target_pIC50
Brc1ccc(COc2ccc(NCCc3ccccc3)cc2)cc1,4.975939,3.0534157752990723
C#CC1(c2ccc3c(NC(=O)c4ccc(Cl)cn4)cc(F)cc3c2)N=C(N)N(C)C1=O,8.470072,9.906576156616211
C#CC1=C2C=C(C(=O)NC(Cc3ccccc3)C(O)CCNCc3cc(F)cc(OC)c3)C=C2N1C(=O)N(C)CCCCC,6.593696,6.598776340484619
C#CCC1(NCC(Cc2cc(F)cc(F)c2)N[C](Cc2cc(F)cc(F)c2)C(O)=NO)CCC2(CCC2)n2ccc1c2,6.241554,7.551825523376465
C#CCOc1cccc(C2(c3ccc(-c4cncnc4)cc3)N=C(N)N(C)C2=O)c1,4.650315,8.26374340057373
C#CCc1cc(C)cc([C@]2(c3ccc(-c4cncnc4)cc3)N=C(N)N(C)C2=O)c1,6.658178,7.655005931854248
C#CCc1cc([C](N=C(N)OCC2CC2)c2cccc(-c3cnccc3C#N)c2)cc(C2CCCC2)n1,6.541692,9.39382266998291
C#CCc1cccc(C2NC(=O)CC(C(O)C(Cc3cc(F)cc(F)c3)NC(C)=O)CNCC2O)c1,7.6876483,6.497748851776123
C#COc1ccc(C2CS(=O)(=O)CC(NCc3cccc(C(C)(C)C)c3)C2O)cc1N,5.9710245,7.758072376251221
C#Cc1cc(-c2ccc(C(=O)Nc3ccc(C4(C)COC(=N)N4)c(F)c3)nc2)cnc1C#N,5.5314198,9.205913543701172
C#Cc1cc(-c2cccc(C3(C)N=C(N)N(C)C3=O)c2)cs1,5.6925716,6.108800888061523
C#Cc1cc(C(F)Nc2cccc([C@]3(C)N=C(N)N(C)C3=O)c2)ccn1,7.405017,7.464698314666748
C#Cc1cc(Cl)cc(CC(NC(C)=O)C(O)CNC2(c3cccc(-c4cnco4)c3)CCCC2)n1,4.0138693,8.29931354522705
C#Cc1cc(F)cc(CC(F)C(NC(C)=O)C(O)CNC2(c3cncc(CC(C)(C)C)c3)CCCC2)c1,8.286882,8.291415214538574
C#Cc1cc(F)cc(CC(NC(C)=O)C(O)CNC2(C3CCC3)CC2)c1,7.368186,6.689191818237305
C#Cc1cc(F)cc(OCNCC(O)C(Cc2cc(F)cc(F)c2)NC(=O)c2cc(C)n(C(=O)N(CCC)CCC)c2)c1,7.055527,9.260581016540527
C#Cc1cc(NCC)cc(C(=O)NC(Cc2cc(F)cc(F)c2)NC2(C(C)C)C(=O)N(C)C2C)c1,8.3186,7.609341621398926
C#Cc1ccc(-c2ccc(F)c(C3(C)N=C(N)N(C)C3=O)c2)nc1,5.7037163,7.426085472106934
C#Cc1ccc(-c2cccc(C3(C)N=C(N)N(C)C3=O)c2)cc1,6.3318133,7.625588417053223
C#Cc1ccc(C(=O)NC(Cc2cc(N)c(OC(F)(F)F)c(COC)c2)C2CCCC2)nc1,7.7734003,8.064241409301758
C#Cc1ccc(C(=O)Nc2ccc(F)cc2C2(C)N=C(N)OC2=O)nc1,8.710237,9.906576156616211
C#Cc1ccc(C(C)(C(=O)Nc2ccc(F)c(F)c2)C2(C)N=C(N)N(C)C2=O)cn1,6.672601,8.793096542358398
C#Cc1ccc(C2(C)N=C(N)N(C)C(=O)c3ccc(-c4cncnc4)cc32)cc1,7.694716,8.808577537536621
C#Cc1ccc(C2(c3ccncc3)COC(=N)N2)c(-c2cccc(OCCCC)c2)c1,6.92584,5.583905220031738
C#Cc1ccc(OC)c(C(C)Nc2ccc(C3(C)N=C(N)OC3(F)F)c(F)c2)c1,5.522605,8.393492698669434
C#Cc1ccc(OC2(CC3CN(CC4=CC(F)=C4F)N=C(N)N(C)C3=O)CCC2)nc1,6.6150007,7.097297668457031
C#Cc1ccc([C@]2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc1,5.09293,9.615694999694824
C#Cc1ccc2cc1C(C(C)=O)(c1cccc(-c3cncnc3)c1)COC(=N)N2,6.893448,6.3169708251953125
C#Cc1cccc(-c2ccc3c(c2)C2(CC(C)(C)O3)N=C(N)N(C)C2=O)c1,6.495774,8.317931175231934
C#Cc1cccc(-c2cccc(C3(c4cccc(OC(F)(F)F)c4)N=C(N)N(C)C3=O)c2)c1,5.5341825,5.579009532928467
C#Cc1cccc(-c2cccc(C3(c4cccc(OC)c4)N=C(N)N(C)C3=O)c2)n1,6.2025585,6.367846488952637
C#Cc1cccc(-c2cccc(C3(c4cncnc4)N=C(C)C(=N)N3)c2)n1,5.4007487,7.0073933601379395
C#Cc1cccc(-c2cccc(C3(c4cnn(CC)c4)N=C(N)N(C)CC3=O)c2)c1,7.034373,7.119210720062256
C#Cc1cccc(-c2sccc2Cl)c1[C@@]1(c2ccnc(C(F)F)c2)N=C(N)N(C)C1=O,7.8069706,9.594278335571289
C#Cc1cccc(C(=O)NC(Cc2ccccc2)C(O)CNCc2cccc(OC)c2)c1,6.9554133,7.942291736602783
C#Cc1cccc(C2(c3ccc(-c4cccnc4F)cc3)N=C(N)N(C)C2=O)c1,7.6568184,7.374355316162109
C#Cc1cccc(C2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)c1,5.9990683,7.790772438049316
C#Cc1cccc(CC(NC(=O)COC)C(O)CNC2(C)CCCCC23CCOCC3)c1,7.1660724,6.689032077789307
C#Cc1cccc(CC(NC(C)=O)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,6.020552,9.655373573303223
C#Cc1cccc([C@@]2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)c1,6.853689,5.82193660736084
C#Cc1cccnc1CC(=O)Nc1cccc([C@@]2(F)N=C(N)OCC2(F)F)c1,7.128943,8.189798355102539
C#Cc1ccncc1C1(c2cccc(-c3cccnc3F)c2)N=C(N)N(C)C1=O,7.36434,6.879092693328857
C#Cc1ccsc1-c1ccc([C@]2(c3ccc(OC)c(C)c3)N=C(N)N(C)C2=O)cc1,6.2532716,5.458954811096191
C#Cc1cnc(C(=O)N=C2C=CC2c2cc(OCCCC)ccc2F)nc1,6.7627287,7.140115737915039
C#Cc1cnc2c(c1)NC(C(C)N1CCC1=O)C(C(Cc1cc(F)cc(F)c1)NC(C)=O)CC1(CCC1)O2,7.592894,7.096996784210205
C#Cc1cncc(-c2ccc3c(c2)C2(CC(C)(C)O3)N=C(N)N(C)C2=O)c1,7.0657835,6.324067115783691
C#Cc1cncc(-c2cccc(C3(CF)CC(=O)N(C)C(N)=N3)c2)c1,6.5730476,7.736904144287109
C#Cc1cncc(-c2cccc(F)c2)c1C1(c2ccncc2F)N=C(N)N(C)C1=O,7.00836,8.340010643005371
C#Cc1cncc(C(=O)Nc2cc(F)cc(C3(C)N=C(N)OCC3(F)F)c2)n1,6.1942844,7.348958492279053
C#Cc1cncc(CC(NC(=O)COC)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,5.813979,7.160289287567139
C#Cc1csc(C2(NC(c3cccc(C(C)(C)C)c3)C(O)CNCc3cccc(OC)c3)C(=O)N2C)c1,5.503184,7.650795936584473
C#Cc1cscc1CC(N=C1NC(C)(C)CNc2cc(Cl)cc1c2)C(=O)O,7.6827197,7.75244140625
C#Cc1nccc(Cc2cccc(C3(c4ccncc4)N=C(N)N(C)C3=O)c2)n1,5.9197407,7.470545291900635
C#Cc1ncccc1CC(NC(C)=O)C(O)CNC1(c2cc(CC)cc(N3CCCC3=O)c2)CCCC1,6.665359,6.571044921875
C#Cc1sccc1CC(CCl)NC1N=C(N)N(C)CC(=O)c2ccc(F)cc21,4.9996014,7.14973258972168
C/C(=N/OC(C)C)c1cc(C(=O)N[C@@H](CCc2ccccc2)[C@H](O)Cc2cccc(C(=O)NC(=O)CC(C)C)c2)cc(N(C)S(C)(=O)=O)c1,8.33852,4.327917575836182
C/C(=N/OC(C)C)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CNCc2ccccc2)cc(N(c2ccccc2)S(C)(=O)=O)c1,7.084734,7.833955764770508
C/C(=N/OC(C)C)c1cc(C(=O)Nc2cc(F)cc(C(N)OCc3ccccc3)c2)cc(N(C)S(C)(=O)=O)c1,6.1314573,5.824389934539795
C/C(=N/OC(C)C)c1cc2cc(c1)C(=O)N[C@H]([C@@H](O)CCNCc1cc(F)cc(F)c1)C2,5.4053135,6.26301908493042
C/C(=N/OC1CCCC1)c1cc(C(=O)NC(Cc2ccccc2)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1,9.259172,6.64406681060791
C/C(=N/OCC(C)C)c1cc(C(=O)N[C@@H](Cc2cccc(F)c2)OC(C)C)cc(N(C)S(C)(=O)=O)c1,7.188886,5.725493907928467
C/C(=N/OCC(C)C)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CNCc2cccc(C(C)C)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1,5.964919,5.69022274017334
C/C(=N/OCC(C)C)c1cc(C)cc(C(=O)NC(Cc2ccccc2)C(=O)NC(CC(O)CNC(=O)CC(C)Cc2cc(F)cc(F)c2)C(C)C)c1,7.3061285,4.70426607131958
C/C(=N/OCCCC(C)C)c1cc(C(=O)N[C@@H](C)[C@H](O)CNCC2=CC=CC=CC2)cc(N(c2ccccc2)S(C)(=O)=O)c1,7.9286547,7.318940162658691
C/C(=N/OCCc1ccccc1)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)F)c2)cc(N(C)S(C)(=O)=O)c1,7.5278206,6.471024990081787
C/C(=N/OCCc1ccccc1)c1cc(C(NC(=O)c2ccccc2)c2ccccc2)cc(N(C)S(C)(=O)=O)c1,7.0529675,7.153751850128174
C/C(=N/OCc1ccccc1)c1cc(C(=O)N[C@H](C)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1,6.5819545,7.037269592285156
C/C(=N/OCc1ccccc1)c1cc(C(=O)N[C@H](Cc2cc(F)cc(F)c2)C(C)C)cc(N(C)S(C)(=O)=O)c1,6.8156333,5.5528950691223145
C/C(=N\OC(C)C)c1cc(C(=O)NC(CCc2ccccc2)Cc2cc(F)cc(F)c2)cc(N(C)S(C)(=O)=O)c1,5.9563885,5.787505626678467
C/C(=N\OC(C)C)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CNCc2ccc(F)cc2)cc(N(c2ccccc2)S(C)(=O)=O)c1,8.50992,6.307404518127441
C/C(=N\OCC(C)C)c1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2ccccc2C(C)(C)C)cc(N(C)S(C)(=O)=O)c1,6.4948416,6.502265930175781
C/C(=N\OCC(C)C)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)C[CH]CC(C)C)cc(N(C)S(C)(=O)=O)c1,7.6723666,4.870064735412598
C/C(=N\OCCC(C)C)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C)c2)cc(S(C)(=O)=O)c1,7.1989937,4.845676898956299
C/C(=N\OCCC(F)(F)F)c1cc(C(=O)NC(Cc2ccc(F)cc2)C(C)C)cc(N(C)S(C)(=O)=O)c1,6.7233567,5.709145545959473
C/C1=N\CS(=O)(=O)N(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H]2C[C@H]2Cc2ccccc2)c2cccc1c2,5.20072,6.303493499755859
C/C1=N\OCCC(N(C)S(C)(=O)=O)NC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(Cc3ccccc3)cc1c2,4.062377,4.696910858154297
C/C=C(/c1ccccc1)c1cc(C(=O)NC(CCOCc2cc(F)cc(F)c2)CN(C)S(C)(=O)=O)cc(C(=O)N(CCC)CCC)c1,8.696328,7.303268909454346
C/C=C/c1cc(C(=O)NC(Cc2cc(F)cc(F)c2)[C@@H](O)CNCc2cccc(OC)c2)cc(N(C)S(C)(=O)=O)c1,9.82588,6.599099636077881
C/C=C\CCNC(C)c1ccc(C(=O)Nc2ncc(C(NC(O)Cc3ccc(F)cc3F)C(O)CNCc3cccc(OC)c3)cc2O)cc1,4.892303,5.365481853485107
C=CCCCO/N=C(/C)c1cc(C(=O)N[C@@H](c2ccccc2)[C@H](O)[C@H]2CN(Cc3cccc(C)c3)CN2)cc(N(C)S(C)(=O)=O)c1,7.6218204,6.685691833496094
C=CCCO/N=C(/C)c1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNC2(c3cccc(C(C)(C)C)c3)CC2)cc(N2CCCC2=O)c1,6.6056485,5.99579381942749
C=CCCO/N=C(/C)c1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2ccccc2)cc(C2CCC2)c1,6.796344,5.858585357666016
C=CCCO/N=C(/C)c1cc(C(=O)NC(Cc2cc(F)ccc2F)[C@@H](O)CNCc2cccc(OC)c2)cc(N(C)S(C)(=O)=O)c1,5.952539,7.157306671142578
C=CCCO/N=C(/C)c1cc(C(=O)N[C@@H](C)C[C@@H](O)CC(C)C(C)C)cc(N(c2ccccc2)S(C)(=O)=O)c1,8.244355,6.074073314666748
C=CCCO/N=C(\C)c1cc(C(=O)N[C@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)cc(N(C)S(C)(=O)=O)c1,5.118612,4.672706604003906
C=CCCON=C(C)C1=CC(C(=O)NC(CO)Cc2cc(F)cc(F)c2)C=C(C(C)C)S(N(c2ccccc2)S(C)(=O)=O)=C1,7.572995,5.547458648681641
C=CCO/N=C(/C)c1cc(C(=O)N(CCC)CCC)cc(C(Cc2ccccc2)N[C@@H](Cc2ccccc2)[C@@H](O)CNCc2ccc(F)cc2)c1,7.9685245,5.913426876068115
C=CCO/N=C(/C)c1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2cccc(OC)c2)cc(N(C)S(C)(=O)=O)c1,5.8014064,7.988478660583496
C=CCO/N=C(/C)c1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2ccccc2)cc(N(c2ccccc2)S(C)(=O)=O)c1,8.7483635,6.7680487632751465
C=CCO/N=C(/C)c1cc(C(=O)NC(Cc2ccc(F)c(F)c2)C(O)CNCc2cccc(OC)c2)cc(C(F)(F)F)c1,7.32722,8.113532066345215
C=CCO/N=C(/C)c1cc(C(=O)NC(Cc2ccccc2)C(O)CNCc2cccc(OC)c2)cc(C(=O)N(C)CCCC)c1,7.94368,9.386906623840332
C=CCO/N=C(/C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](O)CNCc2cccc(CC)c2)cc(/C(C)=N\OC)c1,5.827398,5.948617935180664
C=CCO/N=C(/C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](O)CNCc2cccc(OC)c2)cc(C(=O)N(CCC)CCC)c1,7.6731663,6.145853519439697
C=CCO/N=C(/C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(C)c2)cc(N2CCCCS2(=O)=O)c1,7.518573,6.208324432373047
C=CCO/N=C(/C)c1cc(C(=O)N[C@H](Cc2cc(F)cc(F)c2)[C@H](O)CNc2ccccc2)cc(N(C)S(C)(=O)=O)c1,7.7732496,6.455119609832764
C=CCO/N=C(/C)c1cc(C(=O)N[C@H](F)[C@@H](O)CNCc2cccc(C(F)(F)F)c2)cc(N2CCCCS2(=O)=O)c1,7.3661113,7.44026517868042
C=CCO/N=C(/C)c1cc(C(=O)N[C@H](O)C[C@H](C)c2cccc(C#N)c2)cc(C(=O)N(C)CCCC)c1,6.295318,7.406723499298096
