smiles,pred_pIC50,target_pIC50,is_valid,canonical_smiles,murcko_scaffold_smiles,tanimoto_max_to_ref,diversity_score,abs_prediction_error
Brc1cccc(CC2CCCC2NCC2CCCCC2)c1,5.3140182,4.89011812210083,True,Brc1cccc(CC2CCCC2NCC2CCCCC2)c1,c1ccc(CC2CCCC2NCC2CCCCC2)cc1,0.36363637,0.8384128336372888,0.4239000778991695
C#CC1N[C@@H](C(O)CNC2(c3cccc(C(C)(C)C)c3)CCCC2)c2cncc(c2)CC1=O,8.905034,6.666877746582031,True,C#CC1N[C@@H](C(O)CNC2(c3cccc(C(C)(C)C)c3)CCCC2)c2cncc(c2)CC1=O,O=C1CNC(CCNC2(c3ccccc3)CCCC2)c2cncc(c2)C1,0.40229884,0.8384128336372888,2.2381562534179693
C#CCC1=CC2(N=C(N)N(C)C2=O)C(C(=O)Nc2cc(F)cc(F)c2)=CC=C1,6.4007335,7.368144512176514,True,C#CCC1=CC2(N=C(N)N(C)C2=O)C(C(=O)Nc2cc(F)cc(F)c2)=CC=C1,O=C(Nc1ccccc1)C1=CC=CC=CC12N=CNC2=O,0.30864197,0.8384128336372888,0.9674110121765134
C#CCCNC(=O)Cn1cc(C(=O)NC(Cc2ccccc2)C2CC2(C)c2ccc(C(C)(C)C)cc2)cc1C,5.9723277,8.36841106414795,True,C#CCCNC(=O)Cn1cc(C(=O)NC(Cc2ccccc2)C2CC2(C)c2ccc(C(C)(C)C)cc2)cc1C,O=C(NC(Cc1ccccc1)C1CC1c1ccccc1)c1cc[nH]c1,0.29357797,0.8384128336372888,2.396083364147949
C#CCNCC(O)C(Cc1cccc(C(C)(C)C)c1)NC1CC2=Cc3c(CC)ccn3CC23CC(C3)CS(=O)(=O)C1,6.8027,8.0349760055542,True,C#CCNCC(O)C(Cc1cccc(C(C)(C)C)c1)NC1CC2=Cc3c(CC)ccn3CC23CC(C3)CS(=O)(=O)C1,O=S1(=O)CC2CC3(C2)Cn2cccc2C=C3CC(NCCc2ccccc2)C1,0.33035713,0.8384128336372888,1.2322760055541995
C#CCNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc2c(c1)c(C(C)C)cn2N1CCCC1C1CCNC(=O)C1,7.0573244,6.169243335723877,True,C#CCNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc2c(c1)c(C(C)C)cn2N1CCCC1C1CCNC(=O)C1,O=C1CC(C2CCCN2n2ccc3cc(C(=O)NCCc4ccccc4)ccc32)CCN1,0.44230768,0.8384128336372888,0.8880810642761228
C#Cc1cc(-c2ccnc(F)c2)cc(C2(c3cncc(C(C)(C)C)c3)N=C(N)N(C)C2=O)c1,9.428264,9.567689895629885,True,C#Cc1cc(-c2ccnc(F)c2)cc(C2(c3cncc(C(C)(C)C)c3)N=C(N)N(C)C2=O)c1,O=C1NC=NC1(c1cccnc1)c1cccc(-c2ccncc2)c1,0.43243244,0.8384128336372888,0.13942589562988417
C#Cc1cc(C2=CC(C3(c4ccncc4)CC(=O)N(c4cncc(C)c4)C(N)=N3)=C2)ccn1,6.2314796,9.67336082458496,True,C#Cc1cc(C2=CC(C3(c4ccncc4)CC(=O)N(c4cncc(C)c4)C(N)=N3)=C2)ccn1,O=C1CC(C2=CC(c3ccncc3)=C2)(c2ccncc2)N=CN1c1cccnc1,0.27380952,0.8384128336372888,3.441881224584959
C#Cc1cc(C2CS(=O)(=O)CC(NCc3cccc(C(C)(C)C)c3)C2O)cc(F)c1N,7.5159655,6.124879360198975,True,C#Cc1cc(C2CS(=O)(=O)CC(NCc3cccc(C(C)(C)C)c3)C2O)cc(F)c1N,O=S1(=O)CC(NCc2ccccc2)CC(c2ccccc2)C1,0.6164383,0.8384128336372888,1.3910861398010255
C#Cc1cc(CC#CC)cc(C2(C)COC(=N)N2)c1,7.6551795,6.785301685333252,True,C#Cc1cc(CC#CC)cc(C2(C)COC(=N)N2)c1,N=C1NC(c2ccccc2)CO1,0.2125,0.8384128336372888,0.8698778146667481
C#Cc1cc(F)cc(CC(CNC2(c3ccc(C(C)(C)C)cc3)CCCC2)NC(C)=O)c1,4.090506,7.065030097961426,True,C#Cc1cc(F)cc(CC(CNC2(c3ccc(C(C)(C)C)cc3)CCCC2)NC(C)=O)c1,c1ccc(CCCNC2(c3ccccc3)CCCC2)cc1,0.5405405,0.8384128336372888,2.9745240979614254
C#Cc1cc(F)cc(CC(NC(=O)COC)C(O)CNC2CCC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,5.6903906,9.075190544128418,True,C#Cc1cc(F)cc(CC(NC(=O)COC)C(O)CNC2CCC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,c1ccc(CCCCNC2CCC3(CCC3)Oc3ncccc32)cc1,0.89285713,0.8384128336372888,3.3847999441284182
C#Cc1cc(F)cc(CC(NC(C)=O)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,7.5518312,8.795587539672852,True,C#Cc1cc(F)cc(CC(NC(C)=O)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,c1ccc(CCCCNC2CC3(CCC3)Oc3ncccc32)cc1,0.8666667,0.8384128336372888,1.243756339672852
C#Cc1cc(N2CCC2=O)cc(C2(NCC(O)C(Cc3cc(F)cc(F)c3)NC(=O)COC)CCCCC2)c1,6.7664304,8.659539222717285,True,C#Cc1cc(N2CCC2=O)cc(C2(NCC(O)C(Cc3cc(F)cc(F)c3)NC(=O)COC)CCCCC2)c1,O=C1CCN1c1cccc(C2(NCCCCc3ccccc3)CCCCC2)c1,0.5882353,0.8384128336372888,1.8931088227172852
C#Cc1cc(Nc2nccc(F)c2C#N)ccc1[C@@H]1CCO[C@@H](N)C(F)=N1,6.355689,6.5178961753845215,True,C#Cc1cc(Nc2nccc(F)c2C#N)ccc1[C@@H]1CCO[C@@H](N)C(F)=N1,C1=NC(c2ccc(Nc3ccccn3)cc2)CCOC1,0.22340426,0.8384128336372888,0.16220717538452156
C#Cc1cc2cc(c1)CC(NC(C)=O)C(O)CNC1(CC2)CCC(C)(Oc2ccc(C(C)(C)C)cn2)C1,8.229048,5.973466873168945,True,C#Cc1cc2cc(c1)CC(NC(C)=O)C(O)CNC1(CC2)CCC(C)(Oc2ccc(C(C)(C)C)cn2)C1,c1ccc(OC2CCC3(CCc4cccc(c4)CCCCN3)C2)nc1,0.2264151,0.8384128336372888,2.2555811268310553
C#Cc1ccc(-c2ccc(C3(CC4CCCCC4)COC(=N)N3)cc2)nc1,7.587488,6.513930797576904,True,C#Cc1ccc(-c2ccc(C3(CC4CCCCC4)COC(=N)N3)cc2)nc1,N=C1NC(CC2CCCCC2)(c2ccc(-c3ccccn3)cc2)CO1,0.23943663,0.8384128336372888,1.0735572024230953
C#Cc1ccc(-c2ccc3c(c2)C2(CC(C)(C)O3)N=C(N)N(C)C2=O)cc1,7.9275093,7.999818325042725,True,C#Cc1ccc(-c2ccc3c(c2)C2(CC(C)(C)O3)N=C(N)N(C)C2=O)cc1,O=C1NC=NC12CCOc1ccc(-c3ccccc3)cc12,0.7777778,0.8384128336372888,0.07230902504272496
C#Cc1ccc(-c2cccc(C3(c4csc(C)c4)N=C(N)N(C)C3=O)c2)cc1,5.255083,7.257103443145752,True,C#Cc1ccc(-c2cccc(C3(c4csc(C)c4)N=C(N)N(C)C3=O)c2)cc1,O=C1NC=NC1(c1ccsc1)c1cccc(-c2ccccc2)c1,0.55932206,0.8384128336372888,2.002020443145752
C#Cc1ccc(-c2ccccc2C2(c3cccc(OC(F)(F)F)c3)N=C(N)N(C)C2=O)nc1,5.3782463,6.909512996673584,True,C#Cc1ccc(-c2ccccc2C2(c3cccc(OC(F)(F)F)c3)N=C(N)N(C)C2=O)nc1,O=C1NC=NC1(c1ccccc1)c1ccccc1-c1ccccn1,0.5194805,0.8384128336372888,1.5312666966735842
C#Cc1ccc(C(=O)NC2(c3cccc(C)c3)C(=N)NC(C)C2=O)nc1,7.951464,6.949012756347656,True,C#Cc1ccc(C(=O)NC2(c3cccc(C)c3)C(=N)NC(C)C2=O)nc1,N=C1NCC(=O)C1(NC(=O)c1ccccn1)c1ccccc1,0.3139535,0.8384128336372888,1.0024512436523434
C#Cc1ccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)cc1F,7.7162333,9.288322448730469,True,C#Cc1ccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)cc1F,O=C(NC(CCNC1CC2(CCC2)Oc2ncccc21)Cc1ccccc1)c1ccccc1,0.72619045,0.8384128336372888,1.572089148730469
C#Cc1ccc(C(=O)Nc2ccc(C3(C)N=C(N)OCC3(F)F)cc2)nc1,7.8753843,6.827120780944824,True,C#Cc1ccc(C(=O)Nc2ccc(C3(C)N=C(N)OCC3(F)F)cc2)nc1,O=C(Nc1ccc(C2CCOC=N2)cc1)c1ccccn1,0.7619048,0.8384128336372888,1.0482635190551761
C#Cc1ccc(C(=O)Nc2cccc(C3(CCCC)N=C(N)N(C)C3=O)c2)nc1,7.8148465,5.852616786956787,True,C#Cc1ccc(C(=O)Nc2cccc(C3(CCCC)N=C(N)N(C)C3=O)c2)nc1,O=C(Nc1cccc(C2N=CNC2=O)c1)c1ccccn1,0.5416667,0.8384128336372888,1.9622297130432127
C#Cc1ccc(C(=O)Nc2cccc([C@H]3C[C@]4(C)N=C4N3)c2)nc1,6.1964974,6.903805732727051,True,C#Cc1ccc(C(=O)Nc2cccc([C@H]3C[C@]4(C)N=C4N3)c2)nc1,O=C(Nc1cccc(C2CC3N=C3N2)c1)c1ccccn1,0.44155845,0.8384128336372888,0.7073083327270506
C#Cc1ccc(C2(C)Nc3ccc(cc3)C(F)(c3cccc(OC(F)(F)F)c3)N=C(N)C2=O)nc1,5.1650486,5.982480049133301,True,C#Cc1ccc(C2(C)Nc3ccc(cc3)C(F)(c3cccc(OC(F)(F)F)c3)N=C(N)C2=O)nc1,O=C1C=NC(c2ccccc2)c2ccc(cc2)NC1c1ccccn1,0.32954547,0.8384128336372888,0.8174314491333003
C#Cc1ccc(C2(NCC(O)C(Cc3ccccc3)NC(C)=O)CCCCC2)nc1,3.5822544,5.199343681335449,True,C#Cc1ccc(C2(NCC(O)C(Cc3ccccc3)NC(C)=O)CCCCC2)nc1,c1ccc(CCCCNC2(c3ccccn3)CCCCC2)cc1,0.53333336,0.8384128336372888,1.6170892813354492
C#Cc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cn1,6.2276344,7.162367820739746,True,C#Cc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cn1,O=C1NC=NC1(c1cccnc1)c1cccc(-c2cncnc2)c1,0.65,0.8384128336372888,0.9347334207397457
C#Cc1ccc(CC(=O)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)cc1,6.6686606,9.591115951538086,True,C#Cc1ccc(CC(=O)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)cc1,O=C(CCNC1CC2(CCC2)Oc2ncccc21)Cc1ccccc1,0.6987952,0.8384128336372888,2.922455351538086
C#Cc1ccc(CC(NC(=O)COC)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)cn1,6.632701,8.330730438232422,True,C#Cc1ccc(CC(NC(=O)COC)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)cn1,c1cncc(CCCCNC2CC3(CCC3)Oc3ncccc32)c1,0.86419755,0.8384128336372888,1.698029438232422
C#Cc1ccc(CC(NC(C)=O)C(O)CNC2CC3(CCC3)Oc3cc(CC(C)(C)C)ncc32)cc1F,8.117685,7.535162925720215,True,C#Cc1ccc(CC(NC(C)=O)C(O)CNC2CC3(CCC3)Oc3cc(CC(C)(C)C)ncc32)cc1F,c1ccc(CCCCNC2CC3(CCC3)Oc3ccncc32)cc1,0.64772725,0.8384128336372888,0.582522074279785
