smiles,pred_pIC50,target_pIC50,is_valid,canonical_smiles,murcko_scaffold_smiles,tanimoto_max_to_ref,diversity_score,mean_tanimoto_internal,diversity_internal_score
Brc1cccc(CCCc2ccccc2)c1,4.08806,4.093957901000977,True,Brc1cccc(CCCc2ccccc2)c1,c1ccc(CCCc2ccccc2)cc1,0.38636363,0.8372563287137758,0.16452143796867724,0.8354785620313228
C,4.1417627,4.1409831047058105,True,C,,0.032258064,0.8372563287137758,0.16452143796867724,0.8354785620313228
C#CC(=O)NC(Cc1ccccc1)C(O)CNCC1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,7.6059566,7.6023688316345215,True,C#CC(=O)NC(Cc1ccccc1)C(O)CNCC1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,c1ccc(CCCCNCC2CC3(CCC3)Oc3ncccc32)cc1,0.6585366,0.8372563287137758,0.16452143796867724,0.8354785620313228
C#CC(C)c1csc(C(CC(C)(C)C)NC2CCC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,9.193427,9.198861122131348,True,C#CC(C)c1csc(C(CC(C)(C)C)NC2CCC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,c1csc(CNC2CCC3(CCC3)Oc3ncccc32)c1,0.407767,0.8372563287137758,0.16452143796867724,0.8354785620313228
C#CCC1(NCC(O)[C@H](Cc2cc(F)cc(F)c2)NC(C)=O)CCC(CF)(CF)c2cccc1c2,7.830949,7.831741333007812,True,C#CCC1(NCC(O)[C@H](Cc2cc(F)cc(F)c2)NC(C)=O)CCC(CF)(CF)c2cccc1c2,c1ccc(CCCCNC2CCCc3cccc2c3)cc1,0.5540541,0.8372563287137758,0.16452143796867724,0.8354785620313228
C#CCCCOc1ccc(C(=O)Nc2ccc(C3(C)N=C(N)c4c(F)cccc43)cc2)nc1,6.3820415,6.3914875984191895,True,C#CCCCOc1ccc(C(=O)Nc2ccc(C3(C)N=C(N)c4c(F)cccc43)cc2)nc1,O=C(Nc1ccc(C2N=Cc3ccccc32)cc1)c1ccccn1,0.40697673,0.8372563287137758,0.16452143796867724,0.8354785620313228
C#CCCOc1cncc(C(=O)Nc2cc(C#C)cc(C3(C)N=C(N)OCC3(F)F)c2)c1,9.769298,9.77268409729004,True,C#CCCOc1cncc(C(=O)Nc2cc(C#C)cc(C3(C)N=C(N)OCC3(F)F)c2)c1,O=C(Nc1cccc(C2CCOC=N2)c1)c1cccnc1,0.48192772,0.8372563287137758,0.16452143796867724,0.8354785620313228
C#CCNC[C@@H](O)C(Cc1ccc(F)c(F)c1)NC(=O)c1cc2c3c(c1)c(cn3CC)CCS(=O)(=O)N2C,8.215432,8.217826843261719,True,C#CCNC[C@@H](O)C(Cc1ccc(F)c(F)c1)NC(=O)c1cc2c3c(c1)c(cn3CC)CCS(=O)(=O)N2C,O=C(NCCc1ccccc1)c1cc2c3[nH]cc(c3c1)CCS(=O)(=O)N2,0.6551724,0.8372563287137758,0.16452143796867724,0.8354785620313228
C#CCNC[C@@H](O)C(Cc1ccccc1)NC(=O)C1C=C2c3cn(CC)cc3CCS(=O)(=C1)N2C,6.3407803,6.34845495223999,True,C#CCNC[C@@H](O)C(Cc1ccccc1)NC(=O)C1C=C2c3cn(CC)cc3CCS(=O)(=C1)N2C,O=C(NCCc1ccccc1)C1C=C2NS(=O)(=C1)CCc1c[nH]cc12,0.50537634,0.8372563287137758,0.16452143796867724,0.8354785620313228
C#CCNC[C@@H](O)C(Cc1ccccc1)NC(=O)c1cc2c3c(n(CC)cc3c1)CS(=O)(=O)C(N(C)CC)=C2,8.489814,8.493181228637695,True,C#CCNC[C@@H](O)C(Cc1ccccc1)NC(=O)c1cc2c3c(n(CC)cc3c1)CS(=O)(=O)C(N(C)CC)=C2,O=C(NCCc1ccccc1)c1cc2c3c([nH]cc3c1)CS(=O)(=O)C=C2,0.53763443,0.8372563287137758,0.16452143796867724,0.8354785620313228
