,smiles,pred_pIC50,target_pIC50
0,CN1C(=O)C2(CC(C)(C)Oc3cccc(-c4cncnc4)c32)N=C1N,4.4935875,6.293025970458984
1,COc1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2cccc(OC(F)(F)C(F)F)c2)cc(N2CCCC2=O)c1,6.7121234,6.88726282119751
2,CC(=O)NC(Cc1ccccc1)C(O)C1CS(=O)(=O)CCC1NCc1cccc(C(C)(C)C)c1,7.0440664,5.123884677886963
3,COc1ccc(CNC2CS(=O)(=O)CC(O)C2Cc2cc(O)cc(Br)c2)cc1,5.4307313,6.953953742980957
4,COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2ccc3cc2CC(C)(C)CC3)c1,2.4329748,6.81764554977417
5,CC(C)Oc1cc(F)ccc1CNC1CS(=O)(=O)CC(Cc2cc(O)c(N)c(OCC(F)(F)F)c2)C1O,7.813019,5.917904853820801
6,CCCN(CCC)C(=O)c1cc(C(=O)O)cc(C(=O)NC(Cc2ccc(F)c(F)c2)C(O)CNCc2cccc(OC)c2)c1,7.0851326,6.939959526062012
7,CN1C(=O)CC(c2cccc(-c3ccccc3Cl)c2)(C(C)(C)C)N=C1N,7.544012,6.635413646697998
8,CN1C(=O)CCC(C)(c2cccc(-c3ccc(OC(F)(F)F)cc3)c2)N=C1N,4.984789,3.962358236312866
9,CC(C)NC(Cc1ccc(F)c(F)c1)C(O)CNC1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,7.1276865,6.956623077392578
10,CC(C)(C)c1cccc(CNC2CS(=O)(=O)CC(c3cccc(C(C)(C)C)c3)C2O)c1,7.26824,6.460241794586182
11,Cc1ccc(F)c(-c2cccc(C3(C4CCCCC4)N=C(N)N(C)C3=O)c2)c1,6.101933,6.450328826904297
12,CNC(=O)C(Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)cc(N(C)S(C)(=O)=O)c1,6.624741,7.9662628173828125
13,COc1ccc(C2(c3ccccc3-c3cncnc3)N=C(N)N(C)C2=O)cc1,7.8254247,7.072359085083008
14,CN1C2=CC=C3OC(C(F)(F)F)OC4=CCCC4=CC=C(CC4CCC5(CCC5)C(=C2)N34)S1(=O)=O,5.290736,6.146665096282959
15,CC(C)(C)Cc1cccc(CNC2CS(=O)(=O)CC(Cc3cc(F)c(N)c(OCC(C(F)(F)F)C(F)(F)F)c3)C2O)c1,5.8825226,6.7506422996521
16,Cc1ccc(-c2cccc(C3(c4ccncc4)N=C(N)N(C)C3=O)c2)cc1,5.8238645,6.212488651275635
17,CCN1CCC(C)(CC)Cc2ccccc2N(c2cccc(F)c2)S1(=O)=O,6.271544,5.909976959228516
18,CC(C)(C)c1cccc(CNC2CS(=O)(=O)CC(Cc3ccc(N)c(OC(F)C(F)(F)F)c3)C2O)c1,7.1789336,6.566867351531982
19,CC(C)Cc1nccc(C2(c3ccc(-c4cccnc4F)cc3)N=C(N)N(C)C2=O)n1,4.995558,8.33543586730957
20,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@@H](O)CNCc1cccc(C(C)=O)c1,6.5719724,5.394398212432861
21,CC(F)(F)Oc1cc(CC2CS(=O)CC(NCc3cccc(C(C)(C)C)c3)C2O)ccc1F,7.5187225,4.298232078552246
22,CCCn1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)n1,3.7381885,5.461771011352539
23,CCC1(c2cc(F)cc(NC(=O)c3cccnn3)c2)N=C(N)OC1(F)F,5.7537665,7.2382588386535645
24,N=C1NC2(c3ccc(-c4ccnc(Cl)c4)cc3)CC2O1,7.772702,5.151127815246582
25,CCO/N=C(/Cc1cc(F)cc(F)c1)c1cc(C(=O)NC(CO)C(O)CNCc2cccc(OC)c2)cc(N(C)S(C)(=O)=O)c1,5.5862074,7.336581230163574
26,CN1C(=O)C(c2cncc(-c3cccnc3F)c2)(c2ccccc2COC(F)(F)F)N=C1N,7.232527,8.803973197937012
27,N=C1NC(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)(C2CCCCC2)C1=O,5.178359,7.230088710784912
28,CCCN(CCC)C(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CC(CNCc2cccc(OC)c2)OC)c1,5.813041,7.074413299560547
29,CCOc1cc(CC2CS(=O)(=O)CC(NCc3cccc(C(C)(C)C)c3)C2O)cc(Br)c1N,6.7348604,7.64388370513916
30,CCOc1c(F)cc(CC2CS(=O)(=O)CC(NCc3ccc(O)c(C(C)C)c3)C2O)cc1OC(C(F)(F)F)C(F)(F)F,7.9952364,6.386409282684326
31,CCCCn1ccc(C2(N)N=C(N)C(F)(F)OC/C=C/c3cccc2c3)c1,7.710035,8.271230697631836
32,COc1ccc(F)c(-c2ccc3c(c2)C2(CCC2)C(=O)N(C)C(=O)N(C)C3N)c1,6.0953927,7.325523376464844
33,COc1cc(Cl)cc(-c2cccc(C3(C)COC(=N)N3)c2)c1,4.1404405,6.831259250640869
34,CCC#Cc1cc(F)ccc1C1(C2CCC2)N=C(N)N(C)C1=O,6.3913,8.452038764953613
35,CC(C)(C)C1C(O)Cc2cc(O)c(Br)c(c2)CS(=O)(=O)CC1NCc1ccccc1,5.8927174,4.87291431427002
36,CC1(C)CC2(N=C(N)c3ccc(NC(=O)c4cccc(Cl)c4)cc32)O1,7.6474667,5.758203983306885
37,CC(C)c1cccc(CNC2CS(=O)(=O)C(C)(NCCCCOc3cc(F)cc(F)c3)C(Cc3ccccc3)C2O)c1,5.763316,6.122280597686768
38,CCCN(CCC)C(=O)c1cc(C(=O)NCC)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)c1,4.7685757,4.768198490142822
39,CN1C(=O)C(c2ccncc2)(c2ccc(-c3cccnc3)cc2)N=C1N,6.6294622,8.207252502441406
40,CC[SH]1(=O)N2CC(C)N3CC(=O)C=CC(O[C@H](Cc4ccccc4)NC[C@H](O)CNC4CCC4)=CC(C3)(C2)N1c1cc(F)ccn1,8.093526,7.899837493896484
41,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C1(c2cccc(N3CCCOCC3)c2)CCCCC(C)N1,4.2051826,5.423271179199219
42,CCC(CC)C(NC(C)=O)(C(C)=O)C1CN1C(C)C(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNCc1cccc(F)c1,6.0860796,6.932150363922119
43,NC1=NC(c2ccc(-c3cncnc3)cc2)(c2cccc(F)c2)C2=NCCCN12,5.205435,7.063549041748047
44,NC1=NN1C1(c2cccc(NC(=O)c3cc(Cl)co3)c2)CCCCC1,5.804702,4.825522422790527
45,COc1ccc(-c2ccc(C3(c4cccnc4)CC(=O)N(C)C(N)=N3)cc2)cc1,7.2950664,7.78994607925415
46,CCCCCC(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNC1(c2cccc(N3CCC3=O)c2)CC1,6.486509,6.701778411865234
