smiles,pred_pIC50,target_pIC50
BrC1=CC=CC=CC(c2cccnc2)=C1,6.604809,5.766067981719971
C#CC(Cc1cccc(-c2ccccc2)c1)NC(=O)C(O)CNCCc1cccc(O)c1,7.6433926,5.445542335510254
C#CC(Cc1ccccc1)C(O)CNC1CC[C@@](Cc2ccc(F)cc2)(C2N=C(N)C(=N)N2)C1,6.835966,8.049138069152832
C#CC1=CC(OC(F)F)=CC=CC([C@@]2(c3ccnc(C#CCCOC)c3)N=C(N)N(C)C2=O)=C1,6.883328,9.750039100646973
C#CC1=CC([C@@]2(c3ccc(OC(F)(F)F)c(Cl)c3)N=C(N)N(C)C2=O)=CC=C(F)C=C1,7.818464,7.562907695770264
C#CC1=CC([C@]2(C3=CC(CC)=C(C#N)CC(=O)N=C3c3cccc(C#N)c3)N=C(N)N(C)C2=O)=CN=CC=C1,6.4629936,7.698553085327148
C#CC1=CC(c2cncnc2)=CC=C(C2(c3ccc(OC)c(OC)c3)N=C(N)N(C)C2=O)C=C1F,7.3227353,8.19166088104248
C#CC1=CC=C(C2=CC=C2[C@]2(c3cccc(OC(F)F)c3)N=C(N)N(C)C2=O)C=NC=C1,5.006093,8.363396644592285
C#CC1=C[C@]2(N=C(N)C(C)N(F)C2=O)C(c2cccc(OCCCF)c2)=CC=C1,6.2558737,6.695789813995361
C#CC1=Cc2cc(ccc2OC(F)F)[C@@]2(N=C(N)N(C)C2=O)C(C(F)F)=CC=C1,7.1832385,7.814479351043701
C#CCCCCOc1cccc([C@@H](C)NC([C@@H](O)CNCc2cccc(CCC)c2)N2CC3(CCC3)C2=O)c1,4.9449835,8.046339988708496
C#CCCCOC1=C2c3cc(-c4cncnc4)cc(c3)C3N=C(N)N(C)C(=O)C23CCCC=CC=C1F,7.2505836,9.081001281738281
C#CCCN,6.99809,4.889946937561035
C#CCCOC(NC(=O)c1cc(F)cc(C(C)(C)C)c1)C(O)CNC1CCC(C)(NCc2cccc(N3CCCC3=O)c2)C1,7.0499563,5.888085842132568
C#CCCOC(NC(NC(C)=O)c1cc(F)cc(F)c1)c1ccc(CC(F)(F)F)c(C(C)C)c1,7.4053054,7.6437201499938965
C#CCCOc1cc(N)cc(CC2CCC(NCC(=O)C(O)Cc3cc(F)ccc3F)(NC(C)=O)C2)c1,6.3352838,8.27779769897461
C#CCCOc1cccc([C@]2(c3cc(-c4cccnc4F)ccc3F)N=C(N)N(C)C(=O)N(C)C2=O)c1,7.1088758,8.644293785095215
C#CCNC[C@H](O)C(Cc1ccc(F)c(F)c1)NC(=O)C(C=NO)[C@H](O)CNCc1cccc(OC)c1,7.4491935,5.956376552581787
C#CCc1c(F)cc(-c2ncc(C#C)cc2C2(N)N=C(C)N(C)C2=O)cc1F,6.353532,7.612417221069336
C#CCc1ccc(OCCCNC2=CC([C@@]3(c4cccc(OCC(F)F)c4)COCC(C)(CC4CCC4)C(=N)N3)=C2)nc1,7.5764294,9.165262222290039
C#CCc1cccc(CNCC(c2cccc(-c3cncnc3)c2)c2nc(N)n(C)c2O)c1,7.897886,9.561068534851074
C#CSc1ccc(O)c(C(NC[C@@H]2CS(=O)(=O)CC(Cc3cc(F)cc(C(C)(C)C)c3)C2O)C(C)(C)C)c1,7.191429,8.066874504089355
C#C[C@@]1(c2ccccc2OC)C(=O)N(C)C(N)=Nc2ccc1cc2-c1cncnc1,5.4625106,8.09351921081543
C#Cc1c(OC)cc(F)cc1C1(c2cccc(-c3cncnc3)c2)CC(=O)N(C)C(N)=N1,5.7322426,7.335232734680176
C#Cc1cc(-c2cccc([C@]3(C4=CC=C4)N=C(N)N(C)C3=O)c2)ccc1F,7.544299,7.976771831512451
C#Cc1cc(-c2ccoc2)ccc1[C@@]1(c2ccc(OC(F)F)cc2)N=C(N)N(C)C1=O,7.548681,7.014935493469238
C#Cc1cc(C)cc(C[SH](=O)(CCC(O)NCc2cccc(C(C)(C)C)c2)NC(=O)C(O)CNCc2ccc(C(C)C)cc2)c1,7.7172127,8.8638277053833
C#Cc1cc(C2(CC[C@H](Cc3cc(F)cc(F)c3)NC(C)=O)CS(=O)(=O)N2C)ccc1O,7.577435,6.238687992095947
C#Cc1cc(CC(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2cccc(C(F)(F)F)c2)cc(C(F)(F)F)c1,6.20637,9.259475708007812
C#Cc1cc(Cl)cc(C(=O)NC(C)(C)C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CNCc2cccc(OC)c2)c1,7.2554655,8.554677963256836
C#Cc1cc(F)cc(-c2cc(CC(C)(O)F)cc(C3(N)N=C(N)N(C)C3=O)c2)c1,8.520862,8.647287368774414
C#Cc1cc(F)cc(-c2cc(C[C@@]3(c4cccc(CCCCC)c4)N=C(N)N(C)C3=O)cc(OCC(F)(F)F)c2)c1,7.7212973,7.815108299255371
C#Cc1cc(F)ccc1-c1c[nH]cc(O)c(Cl)nc(C(=O)N=C(C)N)c1,6.094079,8.013245582580566
C#Cc1cc([C@@]2(c3ccc(CC(F)(F)F)cn3)N=C(N)N(C)C2=O)ccc1F,5.953857,8.362236022949219
C#Cc1cc([C@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)ccc1-c1cc(F)cc(F)c1,6.416501,7.703347682952881
C#Cc1cc2cc(c1)CNC[C@@H](O)[C@H](NC(=O)c1cccc(CC(C)(C)C)c1)CC(N)CC2,5.9963427,5.674828052520752
C#Cc1ccc(C(=O)NC(Cc2cc(F)c(C(C)C)cn2)C(=O)NC(=O)C(O)CNC2(O)CCC2)c(NCC)c1,7.0667715,7.908846855163574
C#Cc1ccc(C(C)(C)CC(O)CNC2CCC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)cc1,7.101375,7.644262790679932
C#Cc1ccc(C2(c3cccc(OC)c3)N=C(N)C(=N)N2)cc1,7.4044247,6.626116752624512
C#Cc1ccc(C2=CC([C@@]3(c4ccn(CC(C)(C)C)c4)CCN(C)C3=O)=C2)nc1,7.940047,7.45371675491333
C#Cc1ccc(C2=N[C@@](F)(C(F)(F)F)C(=O)N2N)cc1/C=C/CCCOC,6.5169725,6.61533260345459
C#Cc1ccc(OC(=O)N(C(C)C)C2CCCC2)c([C@]2(C)CN(C)C2=O)c1,7.735443,7.220401287078857
C#Cc1ccc([C@@]2([CH]CNCCc3cccc(C(C)(C)C)c3)N=C(N)N(C)C2=O)cc1,7.5469923,8.246088027954102
C#Cc1ccc([C@]2(C3=CC(c4ccccc4F)=C3)N=C(N)N(C)C2=O)cc1,6.5785093,6.984865188598633
C#Cc1ccc([C@]2(C3=CC=CC(c4cncnc4F)=CC=C3)N=C(N)N(C)C2=O)cc1,7.6803074,7.647557258605957
C#Cc1ccc([C@]2(c3ccc(-c4cc(C#CCOC)cc(OC(C)C)c4)cc3F)N=C(N)N(C)C2=O)cc1,8.312146,7.772297382354736
C#Cc1ccc([C@]2(c3ccc(C#CCC)c(F)c3)C(=O)N(C)C(N)=Nc3cc(OC(F)F)cc2c3)cc1,7.359885,7.559590816497803
C#Cc1ccc([C@]2(c3cncc(C#CC)c3)N=C(N)N(C)C2=O)cc1F,8.26791,8.179570198059082
C#Cc1cccc(-c2cc(C#CCC)cc([C@]3(N)N=C(N)N(C)C3=O)c2)c1,8.205559,6.927951812744141
C#Cc1cccc(-c2cc(C[C@@H](Cc3ccccc3)[C@@]3(C)N=C(N)N(C)C3=O)cc(C#N)c2F)c1,8.2589,8.977527618408203
C#Cc1cccc(-c2cc([C@]3(C(F)F)N=C(N)N(C)C3=O)cc(F)c2OC(F)F)c1,5.6632323,8.513230323791504
C#Cc1cccc(-c2cc3cc(c2)C(C)C(=O)N(C)C(N)=NC(C)(C)C3)c1,6.0468435,8.863362312316895
C#Cc1cccc(-c2cccc(-c3cccc([C@@]4(c5cncc(CCC)c5)N=C(N)N(C)C4=O)c3)c2)c1,5.9865913,8.81799602508545
C#Cc1cccc(-c2cccc(C3(c4cc(C)cc(OC)c4)N=C(N)N(OC)C3C)c2)c1,5.9019294,9.109288215637207
C#Cc1cccc(-c2cccc([C@]3(c4cnccc4F)N=C(N)N(C)C3=O)c2)c1,7.4059725,7.853010177612305
C#Cc1cccc(C#Cc2cccc([C@]3(c4ccc(OC(F)F)cc4)N=C(N)N(C)C3=O)c2)c1,7.4217744,7.962856769561768
C#Cc1cccc(C(=O)[C@@]2(c3cc(F)cc(CC)c3)N=C(N)N(C)C2=O)c1,6.8506336,7.097125053405762
C#Cc1cccc(C(=O)[C@@]2(c3ccc(OC)cc3)N=C(N)N(C)C2=O)c1,7.6951637,6.770333290100098
C#Cc1cccc(C2(N)NCC(O)C(Cc3cc(F)cc(F)c3)NC(=O)C=C2OC(F)F)c1,7.0636773,8.282096862792969
C#Cc1cccc(C2(c3ccc(-c4ccc(Cl)nc4)cc3)N=C(N)N(C)C2=O)c1,8.007908,8.457889556884766
