smiles,pred_pIC50,target_pIC50,is_valid,canonical_smiles,murcko_scaffold_smiles,tanimoto_max_to_ref,diversity_score,mean_tanimoto_internal,diversity_internal_score
Brc1cccc(C2CCNC2)c1,3.0740688,3.0729150772094727,True,Brc1cccc(C2CCNC2)c1,c1ccc(C2CCNC2)cc1,0.3018868,0.8362192891071134,0.1699569436082762,0.8300430563917238
C#CCC(=O)NC(Cc1ccc2c(c1)OCO2)C(O)CNC1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,8.757614,8.75798225402832,True,C#CCC(=O)NC(Cc1ccc2c(c1)OCO2)C(O)CNC1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,c1cnc2c(c1)C(NCCCCc1ccc3c(c1)OCO3)CC1(CCC1)O2,0.8375,0.8362192891071134,0.1699569436082762,0.8300430563917238
C#CCC(C)Cc1cnc2c(c1)C(NCC(O)C(Cc1cccc(C#C)c1)NC(=O)COC)CC1(CCC1)O2,7.6413994,7.634249687194824,True,C#CCC(C)Cc1cnc2c(c1)C(NCC(O)C(Cc1cccc(C#C)c1)NC(=O)COC)CC1(CCC1)O2,c1ccc(CCCCNC2CC3(CCC3)Oc3ncccc32)cc1,0.82758623,0.8362192891071134,0.1699569436082762,0.8300430563917238
C#CCCOc1cnc(C(=O)Nc2cc(F)cc(C3(C)N=C(N)OCC3(F)F)c2)nc1,7.2219744,7.224732875823975,True,C#CCCOc1cnc(C(=O)Nc2cc(F)cc(C3(C)N=C(N)OCC3(F)F)c2)nc1,O=C(Nc1cccc(C2CCOC=N2)c1)c1ncccn1,0.5064935,0.8362192891071134,0.1699569436082762,0.8300430563917238
C#CCOc1ccc(C(=O)Nc2ccc(F)c(C3(C)COC(=N)N3)c2)nc1,8.553688,8.559718132019043,True,C#CCOc1ccc(C(=O)Nc2ccc(F)c(C3(C)COC(=N)N3)c2)nc1,N=C1NC(c2cccc(NC(=O)c3ccccn3)c2)CO1,0.5375,0.8362192891071134,0.1699569436082762,0.8300430563917238
C#CCOc1cnc(C(=O)Nc2cc(F)cc(C3(C)N=C(N)OCC3(F)F)c2)cn1,7.0582128,7.062162399291992,True,C#CCOc1cnc(C(=O)Nc2cc(F)cc(C3(C)N=C(N)OCC3(F)F)c2)cn1,O=C(Nc1cccc(C2CCOC=N2)c1)c1cnccn1,0.7361111,0.8362192891071134,0.1699569436082762,0.8300430563917238
C#CCOc1cnc(C(=O)Nc2ccc(F)c(C3(F)N=C(N)COCC3C)c2)nc1,7.5850773,7.574127674102783,True,C#CCOc1cnc(C(=O)Nc2ccc(F)c(C3(F)N=C(N)COCC3C)c2)nc1,O=C(Nc1cccc(C2CCOCC=N2)c1)c1ncccn1,0.4875,0.8362192891071134,0.1699569436082762,0.8300430563917238
C#CCc1cnc2c(c1)C(NCC(O)C(Cc1cccc(-c3nccs3)c1)NC(=O)COC)CC1(CCC1)O2,8.548985,8.546794891357422,True,C#CCc1cnc2c(c1)C(NCC(O)C(Cc1cccc(-c3nccs3)c1)NC(=O)COC)CC1(CCC1)O2,c1cc(CCCCNC2CC3(CCC3)Oc3ncccc32)cc(-c2nccs2)c1,0.84444445,0.8362192891071134,0.1699569436082762,0.8300430563917238
C#Cc1cc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)ccc1OC,6.3244514,6.318850517272949,True,C#Cc1cc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)ccc1OC,O=C1NC=NC1(c1ccccc1)c1cccc(-c2cccnc2)c1,0.8360656,0.8362192891071134,0.1699569436082762,0.8300430563917238
C#Cc1cc(CC(NC(=O)COC)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)co1,7.608902,7.592228412628174,True,C#Cc1cc(CC(NC(=O)COC)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)co1,c1cnc2c(c1)C(NCCCCc1ccoc1)CC1(CCC1)O2,0.8095238,0.8362192891071134,0.1699569436082762,0.8300430563917238
C#Cc1cc(CC(NC(C)=O)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)cc(F)c1Cl,6.668258,6.668704986572266,True,C#Cc1cc(CC(NC(C)=O)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)cc(F)c1Cl,c1ccc(CCCCNC2CC3(CCC3)Oc3ncccc32)cc1,0.7654321,0.8362192891071134,0.1699569436082762,0.8300430563917238
C#Cc1cc(F)cc(CC(NC(=O)COC)C(O)CNC2CCC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1F,8.994358,8.997390747070312,True,C#Cc1cc(F)cc(CC(NC(=O)COC)C(O)CNC2CCC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1F,c1ccc(CCCCNC2CCC3(CCC3)Oc3ncccc32)cc1,0.76344085,0.8362192891071134,0.1699569436082762,0.8300430563917238
C#Cc1cc(F)cc(CC(NC(C)=O)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,7.938595,7.940031051635742,True,C#Cc1cc(F)cc(CC(NC(C)=O)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,c1ccc(CCCCNC2CC3(CCC3)Oc3ncccc32)cc1,0.8666667,0.8362192891071134,0.1699569436082762,0.8300430563917238
