smiles,pred_pIC50,target_pIC50,is_valid,canonical_smiles,murcko_scaffold_smiles,tanimoto_max_to_ref,diversity_score,abs_prediction_error
Brc1ccc(-c2ccccc2)cc1,4.780487,4.7996931076049805,True,Brc1ccc(-c2ccccc2)cc1,c1ccc(-c2ccccc2)cc1,0.23809524,0.8377476416245505,0.019206107604980538
Brc1cccc(C2CC2c2cccc(-c3cccnc3)c2)c1,5.094906,5.098717212677002,True,Brc1cccc(C2CC2c2cccc(-c3cccnc3)c2)c1,c1ccc(C2CC2c2cccc(-c3cccnc3)c2)cc1,0.44827586,0.8377476416245505,0.0038112126770020183
C#CCCCC(CC(O)CNC1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21)NC(=O)COC,8.342542,8.337126731872559,True,C#CCCCC(CC(O)CNC1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21)NC(=O)COC,c1cnc2c(c1)CCC1(CCC1)O2,0.6593407,0.8377476416245505,0.005415268127441308
C#CCCCNC(=O)Cc1ccccc1-c1ccc2cc(=O)n(CCC(C)C)c(N)c2c1,6.7943034,6.820158004760742,True,C#CCCCNC(=O)Cc1ccccc1-c1ccc2cc(=O)n(CCC(C)C)c(N)c2c1,O=c1cc2ccc(-c3ccccc3)cc2c[nH]1,0.2777778,0.8377476416245505,0.02585460476074175
C#CCCNC(=O)C(C)Cn1c(N)cc2ccc(-c3cc(F)ccc3C)cc21,6.645653,6.664944171905518,True,C#CCCNC(=O)C(C)Cn1c(N)cc2ccc(-c3cc(F)ccc3C)cc21,c1ccc(-c2ccc3cc[nH]c3c2)cc1,0.33333334,0.8377476416245505,0.019291171905517324
C#CCCNC(=O)c1cc(CCO)cc(CN2C(=O)C(C)C(C)C(C)N=C2N)c1,5.4815803,5.470979690551758,True,C#CCCNC(=O)c1cc(CCO)cc(CN2C(=O)C(C)C(C)C(C)N=C2N)c1,O=C1CCCN=CN1Cc1ccccc1,0.22988506,0.8377476416245505,0.01060060944824226
C#CCCNC[C@H](O)C1CC(Cc2ccccc2)=CC(F)=C2C=C(C(=O)N1)C1=C2N(CC)S(=O)(=O)CCN1C,8.797404,8.821495056152344,True,C#CCCNC[C@H](O)C1CC(Cc2ccccc2)=CC(F)=C2C=C(C(=O)N1)C1=C2N(CC)S(=O)(=O)CCN1C,O=C1NCCC(Cc2ccccc2)=CC=C2C=C1C1=C2NS(=O)(=O)CCN1,0.27586207,0.8377476416245505,0.024091056152343526
C#CCNCC(O)[C@H](C)NC(=O)c1cc2c3c(c1)CCS(=O)(=O)N(C)CCCC3=C2,8.983433,9.01395320892334,True,C#CCNCC(O)[C@H](C)NC(=O)c1cc2c3c(c1)CCS(=O)(=O)N(C)CCCC3=C2,O=S1(=O)CCc2cccc3c2C(=C3)CCCN1,0.41935483,0.8377476416245505,0.030520208923340064
C#CCNCCC(O)C(Cc1ccccc1)NC(=O)C1=CC2=C3C(CC)C=NC(=C1)N3CCS(=O)(=O)N2CC,8.225727,8.246500968933105,True,C#CCNCCC(O)C(Cc1ccccc1)NC(=O)C1=CC2=C3C(CC)C=NC(=C1)N3CCS(=O)(=O)N2CC,O=C(NCCc1ccccc1)C1=CC2=C3CC=NC(=C1)N3CCS(=O)(=O)N2,0.3773585,0.8377476416245505,0.020773968933106346
C#CCc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(C)c(NOCC(C)C)cc(=NCC)c2)c1,7.783726,7.765071868896484,True,C#CCc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(C)c(NOCC(C)C)cc(=NCC)c2)c1,N=c1ccccc(C(=O)NC(CCNCc2ccccc2)Cc2ccccc2)c1,0.47572815,0.8377476416245505,0.018654131103515326
C#COC(=O)NC1=CC2COC(=N)NC(C)(C2)C(C)=CC(F)=C1,6.1197166,6.137839317321777,True,C#COC(=O)NC1=CC2COC(=N)NC(C)(C2)C(C)=CC(F)=C1,N=C1NC2C=CC=CC=CC(CO1)C2,0.21649484,0.8377476416245505,0.01812271732177706
C#Cc1c[nH]c(=O)c(Nc2cc(F)c(C3(C)N=C(N)OCC3(F)F)c(F)c2)n1,9.075125,9.101183891296388,True,C#Cc1c[nH]c(=O)c(Nc2cc(F)c(C3(C)N=C(N)OCC3(F)F)c(F)c2)n1,O=c1[nH]ccnc1Nc1ccc(C2CCOC=N2)cc1,0.4074074,0.8377476416245505,0.02605889129638861
C#Cc1cc(C2(NCC(O)C(Cc3cc(F)cc(F)c3)NC(C)=O)CCCCC2)cs1,4.819922,4.849631786346436,True,C#Cc1cc(C2(NCC(O)C(Cc3cc(F)cc(F)c3)NC(C)=O)CCCCC2)cs1,c1ccc(CCCCNC2(c3ccsc3)CCCCC2)cc1,0.75384617,0.8377476416245505,0.029709786346436395
C#Cc1cc(CC(NC(=O)CC)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)ccc1F,6.865854,6.81785774230957,True,C#Cc1cc(CC(NC(=O)CC)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)ccc1F,c1ccc(CCCCNC2CC3(CCC3)Oc3ncccc32)cc1,0.86904764,0.8377476416245505,0.04799625769042937
C#Cc1cc(CC(NC(=O)COC)C(O)CNC2(C)OC3=C(N=CC=C(CC#N)C=C3)OC3(CC3)CC2CC(C)(C)C)cc(OC)c1,7.32216,7.323564052581787,True,C#Cc1cc(CC(NC(=O)COC)C(O)CNC2(C)OC3=C(N=CC=C(CC#N)C=C3)OC3(CC3)CC2CC(C)(C)C)cc(OC)c1,C1=CC=NC2=C(C=C1)OC(NCCCCc1ccccc1)CCC1(CC1)O2,0.425,0.8377476416245505,0.0014040525817868854
C#Cc1cc(CC(NC(=O)COC)C(O)CNC2CCC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)ccc1OC,7.5675545,7.612146377563477,True,C#Cc1cc(CC(NC(=O)COC)C(O)CNC2CCC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)ccc1OC,c1ccc(CCCCNC2CCC3(CCC3)Oc3ncccc32)cc1,0.7692308,0.8377476416245505,0.0445918775634766
C#Cc1cc(CC(NC(C)=O)C(O)NC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)cc(-c2nccs2)c1,8.674797,8.702908515930176,True,C#Cc1cc(CC(NC(C)=O)C(O)NC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)cc(-c2nccs2)c1,c1cc(CCCNC2CC3(CCC3)Oc3ncccc32)cc(-c2nccs2)c1,0.68817204,0.8377476416245505,0.028111515930175912
C#Cc1cc(F)cc(CC(NC(=O)COC)C(O)NC2CC3(CCCC3)Oc3ncc(CC(C)(C)C)cc32)c1,7.724136,7.752994537353516,True,C#Cc1cc(F)cc(CC(NC(=O)COC)C(O)NC2CC3(CCCC3)Oc3ncc(CC(C)(C)C)cc32)c1,c1ccc(CCCNC2CC3(CCCC3)Oc3ncccc32)cc1,0.84705883,0.8377476416245505,0.028858537353515956
C#Cc1cc(F)cc(CC(NC(C)=O)C(O)CNC2(c3cc(C)cc(C(C)(C)C)c3)CC2)c1,7.1927075,7.161268711090088,True,C#Cc1cc(F)cc(CC(NC(C)=O)C(O)CNC2(c3cc(C)cc(C(C)(C)C)c3)CC2)c1,c1ccc(CCCCNC2(c3ccccc3)CC2)cc1,0.6571429,0.8377476416245505,0.03143878890991214
C#Cc1cc(F)cc(CC(NC(C)=O)C(O)CNC23CCCC2Oc2cc(C(C)C)ccc2C3)c1,6.2519317,6.281410217285156,True,C#Cc1cc(F)cc(CC(NC(C)=O)C(O)CNC23CCCC2Oc2cc(C(C)C)ccc2C3)c1,c1ccc(CCCCNC23CCCC2Oc2ccccc2C3)cc1,0.47191012,0.8377476416245505,0.02947851728515616
C#Cc1cc(N)nc(CC(C)(CC)C2(c3ccnc(-c4ccccc4C)c3)CC2)c1,6.390709,6.354636669158936,True,C#Cc1cc(N)nc(CC(C)(CC)C2(c3ccnc(-c4ccccc4C)c3)CC2)c1,c1ccc(-c2cc(C3(CCc4ccccn4)CC3)ccn2)cc1,0.22727273,0.8377476416245505,0.03607233084106376
C#Cc1cc2ccc(CC(C)(C)CC)cc3c(c1)OC1(CCC1)CC3NCC(O)C(NC(C)=O)C2,7.633883,7.664615154266357,True,C#Cc1cc2ccc(CC(C)(C)CC)cc3c(c1)OC1(CCC1)CC3NCC(O)C(NC(C)=O)C2,c1ccc2c3cccc(c1)CCCCNC2CC1(CCC1)O3,0.31730768,0.8377476416245505,0.030732154266357448
C#Cc1ccc(C(=O)Nc2cc(OC)cc(C3(C)N=C(N)OCC3(F)F)c2)nc1,8.661836,8.660988807678223,True,C#Cc1ccc(C(=O)Nc2cc(OC)cc(C3(C)N=C(N)OCC3(F)F)c2)nc1,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,0.6760563,0.8377476416245505,0.0008471923217765465
C#Cc1ccc(C(=O)Nc2ccc(F)c(C3(C)N=C(N)C(=O)N3C)c2)nc1,8.50318,8.523237228393555,True,C#Cc1ccc(C(=O)Nc2ccc(F)c(C3(C)N=C(N)C(=O)N3C)c2)nc1,O=C1C=NC(c2cccc(NC(=O)c3ccccn3)c2)N1,0.6056338,0.8377476416245505,0.020057228393554283
C#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(CF)COC(=N)N3)c2)cn1,8.001516,7.978477954864502,True,C#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(CF)COC(=N)N3)c2)cn1,N=C1NC(c2cccc(NC(=O)c3cccnc3)c2)CO1,0.4047619,0.8377476416245505,0.023038045135498564
C#Cc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc1,6.550372,6.536043167114258,True,C#Cc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc1,O=C1NC=NC1(c1ccccc1)c1cccc(-c2cncnc2)c1,0.6964286,0.8377476416245505,0.014328832885742493
C#Cc1ccc(C2(c3cnn(CCC(C)C)n3)N=C(N)N(C)C2=O)cc1,7.984059,8.005659103393555,True,C#Cc1ccc(C2(c3cnn(CCC(C)C)n3)N=C(N)N(C)C2=O)cc1,O=C1NC=NC1(c1ccccc1)c1cn[nH]n1,0.43835616,0.8377476416245505,0.02160010339355445
C#Cc1ccc(CC(NC(=O)CF)C(O)CNC2CC3(CCC3)Oc3ncc(CCc4ccccc4)cc32)cc1,8.655925,8.677373886108398,True,C#Cc1ccc(CC(NC(=O)CF)C(O)CNC2CC3(CCC3)Oc3ncc(CCc4ccccc4)cc32)cc1,c1ccc(CCCCNC2CC3(CCC3)Oc3ncc(CCc4ccccc4)cc32)cc1,0.6931818,0.8377476416245505,0.021448886108398568
C#Cc1cccc(-c2ccc3c(c2)OC(C)(C)CCC32N=C(N)N(C)C2=O)c1,8.43474,8.429401397705078,True,C#Cc1cccc(-c2ccc3c(c2)OC(C)(C)CCC32N=C(N)N(C)C2=O)c1,O=C1NC=NC12CCCOc1cc(-c3ccccc3)ccc12,0.6060606,0.8377476416245505,0.005338602294921557
C#Cc1cccc(-c2cccc(C3(C)N=C(N)N(C)C3=O)c2)c1,5.1462555,5.14605712890625,True,C#Cc1cccc(-c2cccc(C3(C)N=C(N)N(C)C3=O)c2)c1,O=C1NC=NC1c1cccc(-c2ccccc2)c1,0.5344828,0.8377476416245505,0.00019837109374964967
C#Cc1cccc(-c2cccc(C3(c4cnn(CC(C)C)c4)N=C(N)N(C)C3=O)c2)c1,8.620102,8.652175903320312,True,C#Cc1cccc(-c2cccc(C3(c4cnn(CC(C)C)c4)N=C(N)N(C)C3=O)c2)c1,O=C1NC=NC1(c1cn[nH]c1)c1cccc(-c2ccccc2)c1,0.7580645,0.8377476416245505,0.032073903320313235
C#Cc1cccc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNC2(c3cccc(C(C)(C)C)c3)CCC2)c1,8.782352,8.803755760192871,True,C#Cc1cccc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNC2(c3cccc(C(C)(C)C)c3)CCC2)c1,O=C(NC(CCNC1(c2ccccc2)CCC1)Cc1ccccc1)c1ccccc1,0.73239434,0.8377476416245505,0.0214037601928716
C#Cc1cccc(C(=O)Nc2cc(OC)cc(C3(C)N=C(N)N(C)C3=O)c2)c1,9.233114,9.262755393981934,True,C#Cc1cccc(C(=O)Nc2cc(OC)cc(C3(C)N=C(N)N(C)C3=O)c2)c1,O=C(Nc1cccc(C2N=CNC2=O)c1)c1ccccc1,0.5,0.8377476416245505,0.029641393981933106
C#Cc1cccc(C(=O)Nc2ccc(F)c([C@]3(C)N=C(N)OCC3(F)F)c2)n1,7.3339844,7.350088119506836,True,C#Cc1cccc(C(=O)Nc2ccc(F)c([C@]3(C)N=C(N)OCC3(F)F)c2)n1,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,0.72307694,0.8377476416245505,0.016103719506835645
C#Cc1cccc(C(NC(=O)COC)C(O)CNC2(c3cccc(C(C)(C)C)c3)CCCC2)c1,6.792494,6.826820373535156,True,C#Cc1cccc(C(NC(=O)COC)C(O)CNC2(c3cccc(C(C)(C)C)c3)CCCC2)c1,c1ccc(CCCNC2(c3ccccc3)CCCC2)cc1,0.4875,0.8377476416245505,0.03432637353515666
C#Cc1cccc(C(NC(C)=O)C(O)CNC2(c3cc(C(C)(C)C)cs3)CC2)c1,6.1137276,6.072851181030273,True,C#Cc1cccc(C(NC(C)=O)C(O)CNC2(c3cc(C(C)(C)C)cs3)CC2)c1,c1ccc(CCCNC2(c3cccs3)CC2)cc1,0.5131579,0.8377476416245505,0.04087641896972638
C#Cc1cccc(C2(NCC(O)C(Cc3cc(F)cc(F)c3)NC(C)=O)CCCC2)c1,5.9278107,5.894349098205566,True,C#Cc1cccc(C2(NCC(O)C(Cc3cc(F)cc(F)c3)NC(C)=O)CCCC2)c1,c1ccc(CCCCNC2(c3ccccc3)CCCC2)cc1,0.73846155,0.8377476416245505,0.033461601794433804
C#Cc1cccc(C2(NCC(O)N(Cc3cc(F)cc(F)c3)C(C)=O)CCCNC2)c1,5.7259645,5.691263198852539,True,C#Cc1cccc(C2(NCC(O)N(Cc3cc(F)cc(F)c3)C(C)=O)CCCNC2)c1,c1ccc(CNCCNC2(c3ccccc3)CCCNC2)cc1,0.5121951,0.8377476416245505,0.03470130114746084
C#Cc1cccc(C2(N[C@H](O)CS(=O)(=O)C[C@H]3CC(Br)=C3OCc3ccc(OC(C)C)cc3)CCCC2)c1,6.140237,6.133955001831055,True,C#Cc1cccc(C2(N[C@H](O)CS(=O)(=O)C[C@H]3CC(Br)=C3OCc3ccc(OC(C)C)cc3)CCCC2)c1,O=S(=O)(CCNC1(c2ccccc2)CCCC1)CC1CC=C1OCc1ccccc1,0.2524272,0.8377476416245505,0.0062819981689452575
C#Cc1cccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)c1,6.803588,6.828398704528809,True,C#Cc1cccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)c1,O=C1NC=NC1(c1ccccc1)c1cccc(-c2cncnc2)c1,0.7090909,0.8377476416245505,0.02481070452880818
C#Cc1cccc(CC(=O)NC(Cc2ccccc2)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,7.731096,7.698086261749268,True,C#Cc1cccc(CC(=O)NC(Cc2ccccc2)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,O=C(Cc1ccccc1)NC(CCNC1CC2(CCC2)Oc2ncccc21)Cc1ccccc1,0.8235294,0.8377476416245505,0.03300973825073239
C#Cc1cccc(CC(CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)NC(=O)C(=O)C(C)C)c1,8.354808,8.361823081970215,True,C#Cc1cccc(CC(CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)NC(=O)C(=O)C(C)C)c1,c1ccc(CCCNC2CC3(CCC3)Oc3ncccc32)cc1,0.7,0.8377476416245505,0.0070150819702146094
C#Cc1cccc(CC(NC(=O)Cc2cccc(F)c2)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,9.845852,9.905543327331545,True,C#Cc1cccc(CC(NC(=O)Cc2cccc(F)c2)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,O=C(Cc1ccccc1)NC(CCNC1CC2(CCC2)Oc2ncccc21)Cc1ccccc1,0.8068182,0.8377476416245505,0.05969132733154403
C#Cc1cccc(CC(NC(C)=O)C(O)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,7.642975,7.654113292694092,True,C#Cc1cccc(CC(NC(C)=O)C(O)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,c1ccc(CCCCCNC2CC3(CCC3)Oc3ncccc32)cc1,0.7790698,0.8377476416245505,0.011138292694091945
C#Cc1cccc(CC(NC(C)=O)C(O)CCNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)nc32)c1,6.984464,6.972419738769531,True,C#Cc1cccc(CC(NC(C)=O)C(O)CCNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)nc32)c1,c1ccc(CCCCCNC2CC3(CCC3)Oc3nccnc32)cc1,0.6105263,0.8377476416245505,0.012044261230468756
C#Cc1cccc(CC(NC(C)=O)C(O)CNC2CC3(CCC3)CCc3cnc(CC(C)(C)C)cc32)c1,8.235996,8.237663269042969,True,C#Cc1cccc(CC(NC(C)=O)C(O)CNC2CC3(CCC3)CCc3cnc(CC(C)(C)C)cc32)c1,c1ccc(CCCCNC2CC3(CCC3)CCc3cnccc32)cc1,0.5510204,0.8377476416245505,0.0016672690429686554
C#Cc1cccc(CC(NC(C)=O)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,8.017539,7.9987053871154785,True,C#Cc1cccc(CC(NC(C)=O)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,c1ccc(CCCCNC2CC3(CCC3)Oc3ncccc32)cc1,0.8414634,0.8377476416245505,0.01883361288452079
C#Cc1cccc(CC(NC(C)=O)C(O)CNC2CC3(CCCC3)Oc3ncc(CC(O)C(C)C)cc32)c1,7.4873576,7.490926265716553,True,C#Cc1cccc(CC(NC(C)=O)C(O)CNC2CC3(CCCC3)Oc3ncc(CC(O)C(C)C)cc32)c1,c1ccc(CCCCNC2CC3(CCCC3)Oc3ncccc32)cc1,0.7125,0.8377476416245505,0.003568665716552566
C#Cc1cccc(CC(NC(C)=O)C(O)CNC2CCCC3(C)CC(C)(C)Oc4cc2ccc43)c1,7.886293,7.910449028015137,True,C#Cc1cccc(CC(NC(C)=O)C(O)CNC2CCCC3(C)CC(C)(C)Oc4cc2ccc43)c1,c1ccc(CCCCNC2CCCC3CCOc4cc2ccc43)cc1,0.4509804,0.8377476416245505,0.0241560280151365
C#Cc1cccc(CC(NC(C)=O)C(O)NC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,6.8718452,6.876869201660156,True,C#Cc1cccc(CC(NC(C)=O)C(O)NC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,c1ccc(CCCNC2CC3(CCC3)Oc3ncccc32)cc1,0.7241379,0.8377476416245505,0.005024001660156152
C#Cc1cccc(CC(NC(C)=O)C(O)NC2CC3(CCC3)Oc3ncc(CC(C)C)cc32)c1,7.77065,7.795716762542725,True,C#Cc1cccc(CC(NC(C)=O)C(O)NC2CC3(CCC3)Oc3ncc(CC(C)C)cc32)c1,c1ccc(CCCNC2CC3(CCC3)Oc3ncccc32)cc1,0.675,0.8377476416245505,0.025066762542724774
C#Cc1cccc(CC2CS(=O)CC(NCc3cccc(C(C)C)c3)C2O)c1,6.5534377,6.5909743309021,True,C#Cc1cccc(CC2CS(=O)CC(NCc3cccc(C(C)C)c3)C2O)c1,O=S1CC(Cc2ccccc2)CC(NCc2ccccc2)C1,0.5538462,0.8377476416245505,0.03753663090209969
C#Cc1cccc(C[C@H](NC=O)[C@@H](O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,6.305154,6.2960710525512695,True,C#Cc1cccc(C[C@H](NC=O)[C@@H](O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,c1ccc(CCCCNC2CC3(CCC3)Oc3ncccc32)cc1,0.7764706,0.8377476416245505,0.009082947448730394
C#Cc1cccc(OCC(CO)NC(=O)c2cc3cn(C)c4c(c(c2)N(C)S(=O)(=O)CCC3)OCO4)c1,8.464422,8.464463233947754,True,C#Cc1cccc(OCC(CO)NC(=O)c2cc3cn(C)c4c(c(c2)N(C)S(=O)(=O)CCC3)OCO4)c1,O=C(NCCOc1ccccc1)c1cc2c[nH]c3c(c(c1)NS(=O)(=O)CCC2)OCO3,0.33333334,0.8377476416245505,4.123394775312761e-05
C#Cc1cccc([C@@]2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)c1,6.489213,6.521285533905029,True,C#Cc1cccc([C@@]2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)c1,O=C1NC=NC1(c1ccccc1)c1cccc(-c2cncnc2)c1,0.7090909,0.8377476416245505,0.032072533905028955
C#Cc1ccnc(C(=O)Nc2ccc(F)c(C3(C)N=C(N)OC3(F)F)c2)c1,7.671939,7.671532154083252,True,C#Cc1ccnc(C(=O)Nc2ccc(F)c(C3(C)N=C(N)OC3(F)F)c2)c1,O=C(Nc1cccc(C2COC=N2)c1)c1ccccn1,0.6056338,0.8377476416245505,0.0004068459167481109
C#Cc1ccnc(C(=O)Nc2ccc(F)c([C@H]3COC(=N)N3)c2)c1,6.696803,6.705969333648682,True,C#Cc1ccnc(C(=O)Nc2ccc(F)c([C@H]3COC(=N)N3)c2)c1,N=C1NC(c2cccc(NC(=O)c3ccccn3)c2)CO1,0.39506173,0.8377476416245505,0.00916633364868158
C#Cc1ccncc1CC(C)NC(=O)C1=NC(C)(C)Cc2ccc(Cl)cc21,6.0876184,6.108120918273926,True,C#Cc1ccncc1CC(C)NC(=O)C1=NC(C)(C)Cc2ccc(Cl)cc21,O=C(NCCc1cccnc1)C1=NCCc2ccccc21,0.43209878,0.8377476416245505,0.020502518273925574
C#Cc1cnc(OC)c(C(=O)NC(Cc2ccccc2)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,9.529989,9.566987991333008,True,C#Cc1cnc(OC)c(C(=O)NC(Cc2ccccc2)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,O=C(NC(CCNC1CC2(CCC2)Oc2ncccc21)Cc1ccccc1)c1cccnc1,0.7093023,0.8377476416245505,0.036998991333007325
