,smiles,pred_pIC50,target_pIC50
0,CC(NC(=O)C(CC1CCCC1)CC(O)NC(=O)c1cc(C(C)NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1cc(F)cc(F)c1,6.454419,3.76145076751709
1,COc1cccc(CC(=O)NCC2CCCc3cc(CC(C)(C)C)cnc32)c1,6.9871373,5.988250255584717
2,COc1ccc2c(c1)C(NCC(O)C(Cc1ccccc1)NC(=O)c1ccc(N(C)S(C)(=O)=O)cc1)CC1(CCC1)O2,8.881281,7.393552303314209
3,CC(C)(C)CC1=CC2CS(=O)(=O)CC2CC(c2cccc(O)c2)=CC(=N)C1,7.330628,3.0534157752990723
4,COCC(=O)NC(Cc1ccc(-c2nccs2)c(F)c1)C(O)CNCCc1ccc2c(c1)OC1(CCC1)O2,8.951276,9.906576156616213
5,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3CCCCC3)c2)CCC1,6.7694507,6.815773963928223
6,CC(=O)NC(Cc1ccccc1)C(O)CNC1(C(C)(C)Cc2ccccc2)CC1C,5.673941,4.624969482421875
7,COc1cccc(CNC2CS(=O)(=O)CC(Cc3ccc(OC(C)C)c(Br)c3)C2O)c1,5.0040183,5.501248359680176
8,CC#Cc1ccc(C[C@@]2(CC(C)C)N=C(N)N(Cc3cc(F)cc(OCCC)c3)C2=O)cc1F,7.489932,5.0780229568481445
9,NC1c2cc(Cl)cc(c2)C2=CC=CC=CC3=NCCCN4CCN=C4C23c2cccc1c2,5.406988,5.6244964599609375
10,CC(=O)NC(Cc1cccc(-c2nccs2)c1)C(O)CNC1CC2(CCC2)Oc2ncccc21,5.921359,8.473311424255371
11,CN1C(=O)C2(CCCC(C)(C)Oc3ccc(-c4cc(Cl)ccc4F)cc32)N=C1N,6.3057184,9.51962661743164
12,CCCNC(=O)c1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2cccc(OC)c2)cc(N(C)S(C)(=O)=O)c1,6.823089,6.328429222106934
13,CCCN(C)C(=O)n1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2cccc(OC)c2)c2cc(F)cc(F)c21,6.9510818,5.569618225097656
14,CC(C)(C)c1ccc(CNC2CS(=O)(=O)CC(Cc3cc(N)c(O)c(OCC(F)(F)F)c3)C2O)cc1,7.6729136,6.515172004699707
15,CN1C(=O)C(c2cccc(CF)c2)(c2ccn(C3CCC3)c2)N=C1N,8.517472,7.687473773956299
16,CN1C(=O)C(c2cccc(NC(=O)c3ccco3)c2)(c2cccc(-c3ccc(F)cc3)c2)N=C1N,6.3338904,7.338565349578857
17,N=C1NC(c2ccc(NC(=O)c3cccc(F)c3)cc2)(C2CCCC2)C(F)(F)O1,6.835295,6.8165388107299805
18,CN1CC(=O)C(c2cccc(F)c2)(c2cccc(-c3cncnc3)c2)N=C1N,5.378911,5.783036708831787
19,CC(=O)NC(Cc1ccc(C(C)(C)C)c(F)c1)C(O)CNC1(c2cn(CC(C)(C)C)nn2)CCCCC1,8.524573,6.090886116027832
20,CN1C(N)=NC1(c1cccc(-c2ccc(Cl)cc2)c1)c1conn1,5.9782615,4.429361820220947
21,CC(C)Oc1cccc(CN2CCC3(CCC3)CN(c3ccccc3)S(=O)(=O)N(C)C2=O)c1,5.144138,6.032444953918457
