,smiles,pred_pIC50,target_pIC50
0,CC(C)(Cc1ccccc1)c1ccc(CNC2CS(=O)(=O)CC(Cc3ccccc3)C2O)cc1,4.8776236,3.886981964111328
1,COCC(=O)NC(Cc1ccc2c(c1)OCO2)C(O)NC1CC2(CC2)Oc2ncc(CC(C)(C)C)cc21,7.593427,5.266782283782959
2,COCC(=O)NC(Cc1ccc(-c2cc(F)ccn2)cc1)C(O)C1CCCCC1,6.2160425,7.2964372634887695
3,COc1cc(CC2CS(=O)(=O)CC(NCc3ccccc3)C2O)cc(O)c1N,5.133587,5.79403018951416
4,NC1(c2cc(NC(=O)c3cc(Cl)c(Cl)cn3)ccc2F)CC1,5.373887,7.09898042678833
5,N=C1N[C@](c2ccccc2)(c2cccc(-c3cccnc3F)c2)C1=O,7.4056916,6.376578330993652
6,CCCN(CC)c1cc(OC)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2cccc(OC)c2)c1,7.4731474,7.09143590927124
7,COc1cccc(CNC[C@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)N(c2ccc(/C(C)=N\OC(C)C)cc2)S(C)(=O)=O)c1,6.336391,6.738274574279785
8,CCCN(CCC)C(=O)c1cc(C(=N)N)cc(C(=O)NC(Cc2ccccc2)C(O)CCC(C)C)c1,7.2813087,4.855962753295898
9,CN(c1ccc(C[C@@H](Cc2ccccc2)NC(=O)C(O)CNC2CCCC2)cc1)S(C)(=O)=O,7.2560334,5.772078990936279
10,CC(=O)NC1N(C2CCCCCC2)CCC1(c1cccc(F)c1)C1CCCCC1,6.324968,5.958309650421143
11,CN(c1cc(C(=O)CNC2C=CCC2Cc2cc(F)cc(F)c2)cc(S(C)(=O)=O)c1)S(C)(=O)=O,6.0151067,6.59584379196167
12,CCCO/N=C(/C)c1cc(N(C)S(C)(=O)=O)ccc1C(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNCc1cccc(OC)c1,9.166632,4.104641914367676
13,CC(C)c1cc(-c2cncnc2)cc(C2(c3ccncc3)N=C(N)N(C)C2=O)c1,7.446094,4.966419219970703
14,CCCN(CCC)C(=O)n1cc(C(=N)NC(=O)Cc2ccc(F)cc2)c2ccccc21,8.040745,7.586303234100342
15,CCCCOc1cc(C(=O)NC(Cc2ccccc2)C(O)NC2CCCC2)cc(N(C)S(C)(=O)=O)c1,3.9068475,5.337000370025635
16,COc1cccc(CNCC(O)C(Cc2cc(F)cc(F)c2)NC(=O)c2cc(/C(C)=N/OCCC(C)C)cc(N(C)[SH](=O)=O)c2)c1,4.9492016,6.444891452789307
17,N=C(NC(=O)OCCCc1ccccc1)Nc1cc(Cl)cc(Cl)c1,4.561086,5.594295501708984
18,COCc1cccc(CC(NC(=O)c2cc(N(C)S(C)(=O)=O)cc(N(c3ccccc3)S(C)(=O)=O)c2)C(C)NC(C)c2ccccc2)c1,6.83383,6.41808032989502
19,CC(O)C[SH]1(=O)CCCC(NC(Cc2cc(F)cc(F)c2)C(=O)C2CN(C)CCN2)CN1c1ccccc1,8.643034,7.14495325088501
20,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNC1(c2ccc(CC(C)N3CCCC3=O)cc2)CCCCC1,7.4536667,6.78778076171875
21,CC(C)c1ccc(CN2CCC2C(=O)CCN(C(C)C)C2N=C2N)cc1,6.8935585,5.999641418457031
22,COc1cccc(-c2cccc(C3(c4ccc(C)nc4)N=C(N)N(C)C3=O)c2)c1,6.3515897,8.250645637512207
23,COc1cccc([C@@]2(c3cccc(-c4cccc(F)c4)c3)N=C(N)N(C)C2=O)c1,6.9815683,5.722193717956543
24,CC(C)(C)c1cccc(C2NC(Cc3cccc(F)c3)CCS(=O)(=O)CC2O)c1,6.9243655,6.993951797485352
25,CC(C)(C)c1cccc(CNC2CS(=O)(=O)CC(Cc3cc(N)c(Br)c(O)c3)C2O)c1,6.69867,5.957364559173584
26,N#Cc1ccc(C(=O)Nc2ccc(C3(N)CCCC3)cc2)nc1,6.125468,7.545528411865234
27,COc1ccc(C[C@@]2(c3cccc(-c4cccnc4)c3)CC(=O)N(C)C(N)=N2)cc1,7.0389376,5.840583801269531
28,CC(C)c1cccc(CNC2(C)C(O)CS(=O)(=O)CC2Cc2cccc(Br)c2)c1,7.006568,6.678161144256592
29,CCCc1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CCc2cc(F)cc(F)c2)cc(C(=O)N(CCC)CCC)c1,7.857884,5.014018535614014
30,CC(C)(C)c1ccc(C2(NCC(O)C(Cc3cc(F)cc(F)c3)=NO)CCCC2)nc1,6.2309647,6.930095672607422
31,COc1cc(C)cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)c1,6.8037844,9.000250816345215
32,CC(=O)NC(Cc1cc(F)cc(Cl)c1)C(O)CNC1(c2ccc(C(C)(C)C)cc2)CCCC1,5.3111134,7.246394157409668
33,COc1cccc(-c2cccc(C3(N=C(C)N(C)C(=N)C(C)O)CCCC3)c2)c1,5.976677,5.538077354431152
34,CC1(c2cccc(O)c2)N=C(N)C(c2cccc(-c3cncnc3)c2)=N1,5.193694,5.959765911102295
35,Cc1cc(C2(c3cccc(-c4cncnc4)c3)CC(=O)N(C)C(N)=N2)ccc1C(C)(C)C,5.909952,9.894083976745604
36,CCOCC(=O)NCc1cc(C)cc(C2(c3ccccc3)CC(=O)N(C)C(N)=N2)c1,6.004212,4.453471660614014
37,CC(C)(C)c1cc(O)cc(CNC2CS(=O)(=O)CC2Cc2ccc(OC(N)C(F)(F)F)c(F)c2)c1,7.2135067,6.493685722351074
38,CN1CCCCC(c2ccccc2)(c2nc(N)n(C)c2O)C(=O)C1,5.9675617,6.273549556732178
39,CCOc1cc(CC(C)(C)C)cc(C2(NCC(O)C(Cc3cc(F)cc(F)c3)NC(C)=O)CC2)c1,5.181965,5.661378860473633
40,CC(=O)NC(Cc1ccccc1)C1CCCC2(O)CC(NC1)c1cc(CC(C)(C)C)cnc1O2,5.8688283,7.77794885635376
