smiles,pred_pIC50,target_pIC50
Brc1cccc([C@@H]2C[C@H]2c2ccccc2)c1,3.4870484,3.481328248977661
C#CC1(C)CCc2cc(ccc2C(C)(C)C)N=C(N)N(C)C1=O,8.686506,8.709872245788574
C#CCCCOc1cc2cc(O)c1C(CCOC)N[C@@H](Cc1cc(F)c(N)c(F)c1)[C@H](O)CS(=O)(=O)CC2,9.362917,9.387840270996094
C#CCOc1cc(CC(O)CS(=O)(=O)CC2NCc3cc(C(C)C)cc(c3)C2O)cc(OC(C)C)c1N,9.418589,9.439995765686035
C#CCc1ccc(C2(c3cccc(OC(F)(F)F)c3)N=C(N)N3CCCN=C32)cn1,8.155052,8.121811866760254
C#CNC[C@@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(=O)C[C@@H]1CNC(=O)CN(CCCC)C(C)(C)C1,5.6503057,5.626057147979736
C#Cc1cc(-c2cccc(C3(c4ccncc4)N=C(N)N(C)C3=O)c2)cs1,6.61425,6.643607139587402
C#Cc1ccc(C2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cc1,7.7293587,7.706071853637695
C#Cc1ccc(NC(=O)c2cc(Cl)ccn2)cc1C1(C)N=C(N)N(C)C1=O,6.474094,6.53163480758667
C#Cc1ccc2cc1C(=O)N(C)C(N)=NC1(CCC(C)(C)OC1)c1ccc-2cc1,5.7145686,5.752481937408447
C#Cc1cccc(-c2ccc(C3(c4ccnc(F)c4)COC(=N)N3)cc2)c1,5.5552607,5.574108123779297
C#Cc1cccc(-c2ccc3c(c2)OC(C)(C)CC32N=C(N)N(C)C2=O)c1,7.531366,7.532386302947998
C#Cc1cccc(-c2cccc(C3(C)N=C(N)N(C)C3=O)c2)c1,6.7739663,6.7039361000061035
C#Cc1cccc(-c2cccc(C3(C4CC4(C)C)N=C(N)N(C)C3=O)c2)c1,5.787716,5.807052135467529
C#Cc1cccc(-c2cccc(C3(C4CC4)N=C(C)C(=N)N3)c2)c1,4.839032,4.827851295471191
C#Cc1cccc(-c2cccc(C3(O)N=C(C4CCCC4)C(=N)N3)c2)c1,6.915108,6.89829158782959
C#Cc1cccc(-c2cccc(C3(c4cccs4)N=C(N)N(C)C3=O)c2)c1,6.199841,6.232111930847168
C#Cc1cccc(-c2cccc(C3=C(c4cc(O)c(N)[nH]4)C3)c2)c1,5.406274,5.435592174530029
C#Cc1cccc(C2(NCC(O)CNC(=O)C3CCCCC(c4ccccc4)CC3)CCCCC2)c1,6.4523506,6.478541374206543
C#Cc1ccccc1-c1cccc([C@]2(c3cccc(OC)c3)N=C(N)N(C)C2=O)c1,6.8676496,6.891121864318848
C#Cc1ccncc1-c1cc2cc(c1)C1(CC1)N=C(N)N(C)C2=O,6.654752,6.676432132720947
C#Cc1cnc(C(C)(Cc2ccccc2)N=C2NC3C=CC(Cl)=C2CC3)ccc1=O,7.404751,7.4098968505859375
C#Cc1cncc(-c2ccc3c(c2)CCCCC32N=C(N)N(C)C2=O)c1,6.8070884,6.820284366607666
C#Cc1csc(C2(NCC(O)CNC(C)=O)CCCCC2)c1,5.698879,5.682815074920654
C#Cc1cscc1CC(NC(C)=O)C(O)CNC1(c2ccccc2)CCCCC1,4.91406,4.899806976318359
C#Cc1cscc1CC1NC(=O)c2c(Cl)cc(Cl)cc2CC(C)(C)NC1=O,8.111285,8.141223907470703
C#Cc1ncccc1C(C)(CC)c1cncc(C2(c3ccccc3)N=C(N)N(C)C2=O)c1,8.904269,8.947385787963867
C/C(=C\C1CC1)c1cccc(C2(c3cccc(OC(F)(F)F)c3)CN(C)C(N)=N2)c1,5.7911468,5.809648513793945
C/C(=N/OC=CC1CCC1)C1=CC=C(CNC2CS(=O)(=O)CC2C(O)Cc2cc(N)cc(F)c2)C=CC=C1,7.4367514,7.449198246002197
C/C(=N/OCC=CCc1ccccc1)c1cc(C2N[C@@H](C)[C@@H](O)CN(C)C2=O)cc(N2CCCCC2=O)c1,8.416736,8.450057983398438
C/C(=N/OCCc1ccccc1)c1cc(C(=O)NC(Cc2ccccc2)C(O)CNCc2cccc(OC(F)F)c2)cc(N(C)S(C)(=O)=O)c1,7.787811,7.763848781585693
C/C(=N/OCCc1ccccc1)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2ccccc2)cc(N(C)S(C)(=O)=O)c1,8.20495,8.211742401123047
C/C(=N/OCCc1ccccc1)c1cc(C(=O)N[CH][C@@H](O)CN[C@H](C)C(F)(F)F)cc(N(C)S(C)(=O)=O)c1,9.015918,9.00643253326416
C/C(=N/OCc1cc(F)cc(F)c1)c1cc(N=CN2CCCS2(=O)=O)cc([C@H](O)CNCc2cccc(C(F)(F)F)c2)c1,7.9318695,7.928761959075928
C/C(=N/OCc1ccc(F)cc1)c1ccc(C(=O)N[C@@H](c2ccccc2)C(O)CNC2(c3ccccc3)CCC2)cc1N(C)S(C)(=O)=O,5.0911727,5.091436386108398
C/C(=N/OCc1ccccc1)C1=CC(CNC2CS(=O)(=O)CC(Cc3cc(F)c(N)c(Br)c3)C2O)=C1,7.502739,7.494970798492432
C/C(=N/OCc1ccccc1)c1cc(C(=O)NC(C(=O)NC(C)c2cc(F)cc(F)c2)C(O)NCCc2cc(F)cc(F)c2)cc(N(C)S(C)(=O)=O)c1,6.2550445,6.2485246658325195
C/C(=N/OCc1ccccc1)c1cc(C(=O)NC(CCc2ccccc2)C(O)CNCc2cccc(C(F)(F)F)c2)cc(N2CCCC2=O)c1,7.439764,7.430008888244629
