,smiles,pred_pIC50,target_pIC50
0,NC1=N[C@](c2ccc(-c3ccsc3)cc2)(c2ccc(OC(F)(F)F)c(F)c2)C2=NCCCCN12,7.4469047,7.260919570922852
1,CN(c1ccc(C(=O)NC(Cc2ccccc2)C(O)CNCc2cccc(C(F)(F)F)c2)cc1)S(C)(=O)=O,4.830969,6.456279754638672
2,CCNc1cc(C(=O)NC(Cc2ccccc2)C(O)CNCc2cccc(C(F)(F)F)c2)cc(N2CCCS2(=O)=O)c1,8.409903,8.015009880065918
3,C[C@@H]1CSC(=N)NC1c1cccc(-c2cccc(Cl)c2)c1,6.5090833,3.240641832351685
4,CN1C(=O)[C@](c2cccc(CF)c2)(c2cccc(-c3cncnc3)c2)N=C1N,3.496448,7.910454273223877
5,CCOc1cccc(CNC[C@@H](O)C(Cc2ccccc2)NC(=O)c2cc(N3CCCC3=O)c3ncccc3c2)c1,4.9913564,5.250646591186523
6,Cn1c(N)cc(Cc2ccccc2F)cc1=O,4.4147463,2.9983701705932617
7,CN1C(=O)C(c2ccccc2)(c2cccc(C3CCCCCC3)c2)N=C1N,8.772236,6.789095878601074
8,CC1=NC(c2ccncc2)(c2cccc(-c3ccccc3)c2)N=C1N,7.013756,6.010628700256348
9,COc1cc(O)cc(-c2cccc(C3(C)N=C(N)O3)c2)c1,6.199504,5.219938278198242
10,CC(=O)Nc1cccc(CN2CCC3(CCNS(=O)(=O)N(c4ccccc4)C3)CC2O)c1,6.742627,7.533000469207764
11,CC(C)(C)c1cccc(CNC2Cc3cc(N)c(OC(C(F)(F)F)C(F)(F)F)c(c3)CS(C)(C)(=O)C2)c1,8.249645,7.389005184173584
12,COc1cccc(CNC[C@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(NC(C)=O)cc(N3CCCOC3=O)c2)c1,8.545034,5.211811542510986
13,CC1(c2cccc(NC(F)c3cccc(Cl)c3)c2)COC(=N)N1,4.560359,5.380953788757324
