smiles,pred_pIC50,target_pIC50,is_valid,canonical_smiles,murcko_scaffold_smiles,tanimoto_max_to_ref,diversity_score,abs_prediction_error
Brc1cccc([C@@H]2C[C@H]2c2ccccc2)c1,3.4870484,3.481328248977661,True,Brc1cccc([C@@H]2C[C@H]2c2ccccc2)c1,c1ccc(C2CC2c2ccccc2)cc1,0.47727272,0.8380800353465563,0.005720151022338804
C#CC1(C)CCc2cc(ccc2C(C)(C)C)N=C(N)N(C)C1=O,8.686506,8.709872245788574,True,C#CC1(C)CCc2cc(ccc2C(C)(C)C)N=C(N)N(C)C1=O,O=C1CCCc2cccc(c2)N=CN1,0.2857143,0.8380800353465563,0.023366245788574602
C#CCCCOc1cc2cc(O)c1C(CCOC)N[C@@H](Cc1cc(F)c(N)c(F)c1)[C@H](O)CS(=O)(=O)CC2,9.362917,9.387840270996094,True,C#CCCCOc1cc2cc(O)c1C(CCOC)N[C@@H](Cc1cc(F)c(N)c(F)c1)[C@H](O)CS(=O)(=O)CC2,O=S1(=O)CCc2ccc(cc2)CNC(Cc2ccccc2)CC1,0.31730768,0.8380800353465563,0.02492327099609426
C#CCOc1cc(CC(O)CS(=O)(=O)CC2NCc3cc(C(C)C)cc(c3)C2O)cc(OC(C)C)c1N,9.418589,9.439995765686035,True,C#CCOc1cc(CC(O)CS(=O)(=O)CC2NCc3cc(C(C)C)cc(c3)C2O)cc(OC(C)C)c1N,O=S(=O)(CCCc1ccccc1)CC1Cc2cccc(c2)CN1,0.23584905,0.8380800353465563,0.02140676568603439
C#CCc1ccc(C2(c3cccc(OC(F)(F)F)c3)N=C(N)N3CCCN=C32)cn1,8.155052,8.121811866760254,True,C#CCc1ccc(C2(c3cccc(OC(F)(F)F)c3)N=C(N)N3CCCN=C32)cn1,C1=NC(c2ccccc2)(c2cccnc2)C2=NCCCN12,0.5810811,0.8380800353465563,0.03324013323974562
C#CNC[C@@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(=O)C[C@@H]1CNC(=O)CN(CCCC)C(C)(C)C1,5.6503057,5.626057147979736,True,C#CNC[C@@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(=O)C[C@@H]1CNC(=O)CN(CCCC)C(C)(C)C1,O=C1CNCCC(CC(=O)NCCc2ccccc2)CN1,0.35238096,0.8380800353465563,0.024248552020263325
C#Cc1cc(-c2cccc(C3(c4ccncc4)N=C(N)N(C)C3=O)c2)cs1,6.61425,6.643607139587402,True,C#Cc1cc(-c2cccc(C3(c4ccncc4)N=C(N)N(C)C3=O)c2)cs1,O=C1NC=NC1(c1ccncc1)c1cccc(-c2ccsc2)c1,0.6909091,0.8380800353465563,0.02935713958740216
C#Cc1ccc(C2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cc1,7.7293587,7.706071853637695,True,C#Cc1ccc(C2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cc1,O=C1NC=NC1(c1ccccc1)c1cccc(-c2cccnc2)c1,0.7758621,0.8380800353465563,0.02328684636230438
C#Cc1ccc(NC(=O)c2cc(Cl)ccn2)cc1C1(C)N=C(N)N(C)C1=O,6.474094,6.53163480758667,True,C#Cc1ccc(NC(=O)c2cc(Cl)ccn2)cc1C1(C)N=C(N)N(C)C1=O,O=C(Nc1cccc(C2N=CNC2=O)c1)c1ccccn1,0.51428574,0.8380800353465563,0.057540807586669906
C#Cc1ccc2cc1C(=O)N(C)C(N)=NC1(CCC(C)(C)OC1)c1ccc-2cc1,5.7145686,5.752481937408447,True,C#Cc1ccc2cc1C(=O)N(C)C(N)=NC1(CCC(C)(C)OC1)c1ccc-2cc1,O=C1NC=NC2(CCCOC2)c2ccc(cc2)-c2cccc1c2,0.3611111,0.8380800353465563,0.03791333740844749
C#Cc1cccc(-c2ccc(C3(c4ccnc(F)c4)COC(=N)N3)cc2)c1,5.5552607,5.574108123779297,True,C#Cc1cccc(-c2ccc(C3(c4ccnc(F)c4)COC(=N)N3)cc2)c1,N=C1NC(c2ccncc2)(c2ccc(-c3ccccc3)cc2)CO1,0.25,0.8380800353465563,0.018847423779297046
C#Cc1cccc(-c2ccc3c(c2)OC(C)(C)CC32N=C(N)N(C)C2=O)c1,7.531366,7.532386302947998,True,C#Cc1cccc(-c2ccc3c(c2)OC(C)(C)CC32N=C(N)N(C)C2=O)c1,O=C1NC=NC12CCOc1cc(-c3ccccc3)ccc12,0.7096774,0.8380800353465563,0.0010203029479978198
C#Cc1cccc(-c2cccc(C3(C)N=C(N)N(C)C3=O)c2)c1,6.7739663,6.703936100006104,True,C#Cc1cccc(-c2cccc(C3(C)N=C(N)N(C)C3=O)c2)c1,O=C1NC=NC1c1cccc(-c2ccccc2)c1,0.5344828,0.8380800353465563,0.07003019999389526
C#Cc1cccc(-c2cccc(C3(C4CC4(C)C)N=C(N)N(C)C3=O)c2)c1,5.787716,5.807052135467529,True,C#Cc1cccc(-c2cccc(C3(C4CC4(C)C)N=C(N)N(C)C3=O)c2)c1,O=C1NC=NC1(c1cccc(-c2ccccc2)c1)C1CC1,0.5,0.8380800353465563,0.019336135467529658
C#Cc1cccc(-c2cccc(C3(C4CC4)N=C(C)C(=N)N3)c2)c1,4.839032,4.827851295471191,True,C#Cc1cccc(-c2cccc(C3(C4CC4)N=C(C)C(=N)N3)c2)c1,N=C1C=NC(c2cccc(-c3ccccc3)c2)(C2CC2)N1,0.38235295,0.8380800353465563,0.01118070452880815
C#Cc1cccc(-c2cccc(C3(O)N=C(C4CCCC4)C(=N)N3)c2)c1,6.915108,6.89829158782959,True,C#Cc1cccc(-c2cccc(C3(O)N=C(C4CCCC4)C(=N)N3)c2)c1,N=C1NC(c2cccc(-c3ccccc3)c2)N=C1C1CCCC1,0.3529412,0.8380800353465563,0.01681641217041019
C#Cc1cccc(-c2cccc(C3(c4cccs4)N=C(N)N(C)C3=O)c2)c1,6.199841,6.232111930847168,True,C#Cc1cccc(-c2cccc(C3(c4cccs4)N=C(N)N(C)C3=O)c2)c1,O=C1NC=NC1(c1cccc(-c2ccccc2)c1)c1cccs1,0.59016395,0.8380800353465563,0.03227093084716781
C#Cc1cccc(-c2cccc(C3=C(c4cc(O)c(N)[nH]4)C3)c2)c1,5.406274,5.435592174530029,True,C#Cc1cccc(-c2cccc(C3=C(c4cc(O)c(N)[nH]4)C3)c2)c1,c1ccc(-c2cccc(C3=C(c4ccc[nH]4)C3)c2)cc1,0.25,0.8380800353465563,0.029318174530029495
C#Cc1cccc(C2(NCC(O)CNC(=O)C3CCCCC(c4ccccc4)CC3)CCCCC2)c1,6.4523506,6.478541374206543,True,C#Cc1cccc(C2(NCC(O)CNC(=O)C3CCCCC(c4ccccc4)CC3)CCCCC2)c1,O=C(NCCCNC1(c2ccccc2)CCCCC1)C1CCCCC(c2ccccc2)CC1,0.43373495,0.8380800353465563,0.026190774206543033
C#Cc1ccccc1-c1cccc([C@]2(c3cccc(OC)c3)N=C(N)N(C)C2=O)c1,6.8676496,6.891121864318848,True,C#Cc1ccccc1-c1cccc([C@]2(c3cccc(OC)c3)N=C(N)N(C)C2=O)c1,O=C1NC=NC1(c1ccccc1)c1cccc(-c2ccccc2)c1,0.6333333,0.8380800353465563,0.023472264318847635
C#Cc1ccncc1-c1cc2cc(c1)C1(CC1)N=C(N)N(C)C2=O,6.654752,6.676432132720947,True,C#Cc1ccncc1-c1cc2cc(c1)C1(CC1)N=C(N)N(C)C2=O,O=C1NC=NC2(CC2)c2cc1cc(-c1cccnc1)c2,0.36764705,0.8380800353465563,0.021680132720947043
C#Cc1cnc(C(C)(Cc2ccccc2)N=C2NC3C=CC(Cl)=C2CC3)ccc1=O,7.404751,7.4098968505859375,True,C#Cc1cnc(C(C)(Cc2ccccc2)N=C2NC3C=CC(Cl)=C2CC3)ccc1=O,O=c1ccnc(C(Cc2ccccc2)N=C2NC3C=CC=C2CC3)cc1,0.21359223,0.8380800353465563,0.005145850585937417
C#Cc1cncc(-c2ccc3c(c2)CCCCC32N=C(N)N(C)C2=O)c1,6.8070884,6.820284366607666,True,C#Cc1cncc(-c2ccc3c(c2)CCCCC32N=C(N)N(C)C2=O)c1,O=C1NC=NC12CCCCc1cc(-c3cccnc3)ccc12,0.49315068,0.8380800353465563,0.01319596660766642
C#Cc1csc(C2(NCC(O)CNC(C)=O)CCCCC2)c1,5.698879,5.682815074920654,True,C#Cc1csc(C2(NCC(O)CNC(C)=O)CCCCC2)c1,c1csc(C2CCCCC2)c1,0.61538464,0.8380800353465563,0.01606392507934551
C#Cc1cscc1CC(NC(C)=O)C(O)CNC1(c2ccccc2)CCCCC1,4.91406,4.899806976318359,True,C#Cc1cscc1CC(NC(C)=O)C(O)CNC1(c2ccccc2)CCCCC1,c1ccc(C2(NCCCCc3ccsc3)CCCCC2)cc1,0.5,0.8380800353465563,0.01425302368164072
C#Cc1cscc1CC1NC(=O)c2c(Cl)cc(Cl)cc2CC(C)(C)NC1=O,8.111285,8.141223907470703,True,C#Cc1cscc1CC1NC(=O)c2c(Cl)cc(Cl)cc2CC(C)(C)NC1=O,O=C1NC(Cc2ccsc2)C(=O)NCCc2ccccc21,0.3493976,0.8380800353465563,0.029938907470702603
